BAS_MGT_SN,CTP_KOR_NM,SIG_CD,SIG_KOR_NM,BAS_ID,BAS_AR,NTFC_DE,MVMN_DE,MVMN_RESN,OPERT_DE
1150000111,서울특별시,11500,강서구,07512,0.06,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000112,서울특별시,11500,강서구,07513,0.046,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000113,서울특별시,11500,강서구,07510,0.101,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000114,서울특별시,11500,강서구,07509,0.064,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000115,서울특별시,11500,강서구,07520,2.452,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000185,서울특별시,11500,강서구,07502,0.257,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000186,서울특별시,11500,강서구,07763,0.044,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000191,서울특별시,11500,강서구,07655,0.093,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000192,서울특별시,11500,강서구,07664,0.12,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000262,서울특별시,11500,강서구,07557,0.051,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000263,서울특별시,11500,강서구,07555,0.03,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000264,서울특별시,11500,강서구,07666,0.032,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000265,서울특별시,11500,강서구,07669,0.161,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000266,서울특별시,11500,강서구,07786,0.036,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000267,서울특별시,11500,강서구,07778,0.017,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000268,서울특별시,11500,강서구,07770,0.02,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000193,서울특별시,11500,강서구,07730,0.134,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000194,서울특별시,11500,강서구,07656,0.104,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000195,서울특별시,11500,강서구,07675,0.118,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000196,서울특별시,11500,강서구,07661,0.134,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000269,서울특별시,11500,강서구,07714,0.029,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000270,서울특별시,11500,강서구,07715,0.036,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000204,서울특별시,11500,강서구,07719,0.03,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000282,서울특별시,11500,강서구,07562,0.022,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000283,서울특별시,11500,강서구,07563,0.038,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000284,서울특별시,11500,강서구,07503,0.284,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000285,서울특별시,11500,강서구,07514,0.049,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000286,서울특별시,11500,강서구,07640,0.154,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000287,서울특별시,11500,강서구,07734,0.017,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000271,서울특별시,11500,강서구,07705,0.057,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000272,서울특별시,11500,강서구,07632,0.046,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000273,서울특별시,11500,강서구,07646,0.061,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000274,서울특별시,11500,강서구,07687,0.02,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000275,서울특별시,11500,강서구,07688,0.026,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000276,서울특별시,11500,강서구,07691,0.129,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000197,서울특별시,11500,강서구,07732,0.123,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000198,서울특별시,11500,강서구,07521,0.426,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000199,서울특별시,11500,강서구,07522,0.135,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000200,서울특별시,11500,강서구,07735,0.035,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000202,서울특별시,11500,강서구,07725,0.087,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000277,서울특별시,11500,강서구,07689,0.099,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000278,서울특별시,11500,강서구,07695,0.03,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000279,서울특별시,11500,강서구,07559,0.024,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000280,서울특별시,11500,강서구,07558,0.063,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000281,서울특별시,11500,강서구,07561,0.045,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000201,서울특별시,11500,강서구,07500,2.108,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000203,서울특별시,11500,강서구,07733,0.079,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000187,서울특별시,11500,강서구,07724,0.096,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000188,서울특별시,11500,강서구,07729,0.029,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000256,서울특별시,11500,강서구,07690,0.045,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000257,서울특별시,11500,강서구,07511,0.032,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000258,서울특별시,11500,강서구,07598,0.122,20140926,20140917,분할에 의한 기초구역 변경,20140917000000
1150000259,서울특별시,11500,강서구,07608,0.038,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000116,서울특별시,11500,강서구,07744,0.026,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000189,서울특별시,11500,강서구,07672,0.181,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000260,서울특별시,11500,강서구,07617,0.064,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000261,서울특별시,11500,강서구,07536,0.204,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000190,서울특별시,11500,강서구,07676,0.139,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000253,서울특별시,11500,강서구,07643,0.096,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000254,서울특별시,11500,강서구,07684,0.158,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000249,서울특별시,11500,강서구,07759,0.03,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000250,서울특별시,11500,강서구,07686,0.025,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000251,서울특별시,11500,강서구,07685,0.051,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000252,서울특별시,11500,강서구,07635,0.101,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000255,서울특별시,11500,강서구,07554,0.091,20121221,20121221,국가기초구역 최초생성,20121221000000
1150000110,서울특별시,11500,강서구,07519,0.095,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000118,서울특별시,11650,서초구,06682,0.026562,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000136,서울특별시,11650,서초구,06669,0.083025,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000119,서울특별시,11650,서초구,06675,0.059115,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000151,서울특별시,11650,서초구,06653,0.031092,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000285,서울특별시,11650,서초구,06531,0.030984,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000286,서울특별시,11650,서초구,06529,0.03239,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000282,서울특별시,11650,서초구,06510,0.082066,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000294,서울특별시,11650,서초구,06522,0.100599,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000283,서울특별시,11650,서초구,06509,0.244799,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000287,서울특별시,11650,서초구,06528,0.023363,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000138,서울특별시,11650,서초구,06666,0.129076,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000098,서울특별시,11650,서초구,06721,0.043748,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000126,서울특별시,11650,서초구,06735,0.032516,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000279,서울특별시,11650,서초구,06500,0.734082,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000298,서울특별시,11650,서초구,06508,0.056025,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000299,서울특별시,11650,서초구,06518,0.085674,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000291,서울특별시,11650,서초구,06525,0.042801,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000300,서울특별시,11650,서초구,06517,0.043941,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000301,서울특별시,11650,서초구,06507,0.662574,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000302,서울특별시,11650,서초구,06516,0.079999,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000292,서울특별시,11650,서초구,06524,0.069109,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000290,서울특별시,11650,서초구,06526,0.045165,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000042,서울특별시,11650,서초구,06763,0.268922,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000031,서울특별시,11650,서초구,06783,0.035303,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000032,서울특별시,11650,서초구,06780,0.079328,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000020,서울특별시,11650,서초구,06773,0.31427,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000033,서울특별시,11650,서초구,06778,0.057841,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000034,서울특별시,11650,서초구,06781,0.065971,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000071,서울특별시,11650,서초구,06755,0.095748,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000152,서울특별시,11650,서초구,06654,0.03559,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000099,서울특별시,11650,서초구,06723,0.057875,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000139,서울특별시,11650,서초구,06668,0.054982,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000122,서울특별시,11650,서초구,06673,0.039206,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000131,서울특별시,11650,서초구,06727,0.03192,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000145,서울특별시,11650,서초구,06658,0.027714,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000144,서울특별시,11650,서초구,06664,0.070175,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000191,서울특별시,11650,서초구,06573,0.02671,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000132,서울특별시,11650,서초구,06728,0.032596,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000163,서울특별시,11650,서초구,06640,0.060661,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000192,서울특별시,11650,서초구,06571,0.049928,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000003,서울특별시,11650,서초구,06806,2.590588,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000047,서울특별시,11650,서초구,06700,0.061476,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000056,서울특별시,11650,서초구,06758,0.813275,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000073,서울특별시,11650,서초구,06753,0.037646,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000101,서울특별시,11650,서초구,06693,0.067737,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000059,서울특별시,11650,서초구,06715,0.075805,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000048,서울특별시,11650,서초구,06698,0.063837,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000369,서울특별시,11680,강남구,06002,0.331059,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000370,서울특별시,11680,강남구,06003,0.147174,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000371,서울특별시,11680,강남구,06006,0.265974,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000372,서울특별시,11680,강남구,06007,0.162014,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000132,서울특별시,11680,강남구,06206,0.026461,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000140,서울특별시,11650,서초구,06663,0.066008,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000121,서울특별시,11650,서초구,06674,0.074925,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000127,서울특별시,11650,서초구,06731,0.023725,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000100,서울특별시,11650,서초구,06722,0.027419,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000128,서울특별시,11650,서초구,06732,0.050851,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000303,서울특별시,11650,서초구,06515,0.120067,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000304,서울특별시,11650,서초구,06514,0.146116,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000305,서울특별시,11650,서초구,06513,0.56826,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000054,서울특별시,11650,서초구,06759,0.51547,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000021,서울특별시,11650,서초구,06795,2.472618,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000044,서울특별시,11650,서초구,06701,0.031884,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000035,서울특별시,11650,서초구,06782,0.039976,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000036,서울특별시,11650,서초구,06777,0.058394,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000141,서울특별시,11650,서초구,06670,0.071291,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000188,서울특별시,11650,서초구,06568,0.035446,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000129,서울특별시,11650,서초구,06726,0.042133,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000162,서울특별시,11650,서초구,06643,0.0871,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000123,서울특별시,11650,서초구,06672,0.035923,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000153,서울특별시,11650,서초구,06652,0.059307,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000130,서울특별시,11650,서초구,06730,0.027806,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000142,서울특별시,11650,서초구,06659,0.033889,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000143,서울특별시,11650,서초구,06662,0.019191,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000045,서울특별시,11650,서초구,06699,0.029908,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000072,서울특별시,11650,서초구,06754,0.078971,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000055,서울특별시,11650,서초구,06760,0.289984,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000046,서울특별시,11650,서초구,06702,0.119264,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000037,서울특별시,11650,서초구,06776,0.081825,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000154,서울특별시,11650,서초구,06651,0.031894,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000189,서울특별시,11650,서초구,06569,0.036079,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000190,서울특별시,11650,서초구,06570,0.061562,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000288,서울특별시,11650,서초구,06530,0.046757,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000295,서울특별시,11650,서초구,06520,0.065598,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000296,서울특별시,11650,서초구,06523,0.152408,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000289,서울특별시,11650,서초구,06527,0.051033,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000297,서울특별시,11650,서초구,06519,0.087654,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000027,서울특별시,11650,서초구,06785,0.045635,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000018,서울특별시,11650,서초구,06769,0.253523,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000028,서울특별시,11650,서초구,06779,0.075276,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000029,서울특별시,11650,서초구,06784,0.043085,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000030,서울특별시,11650,서초구,06791,0.030912,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000041,서울특별시,11650,서초구,06765,0.979558,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000137,서울특별시,11650,서초구,06667,0.088888,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000120,서울특별시,11650,서초구,06680,0.034963,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000125,서울특별시,11650,서초구,06734,0.037916,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000053,서울특별시,11650,서초구,06761,0.786957,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000094,서울특별시,11650,서초구,06739,0.023946,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000096,서울특별시,11650,서초구,06720,0.038668,20121221,20121221,국가기초구역 최초생성,20121221000000
1165000097,서울특별시,11650,서초구,06725,0.077712,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000363,서울특별시,11680,강남구,06004,0.194269,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000364,서울특별시,11680,강남구,06000,0.879735,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000365,서울특별시,11680,강남구,06010,0.227445,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000366,서울특별시,11680,강남구,06009,0.251188,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000367,서울특별시,11680,강남구,06008,0.123314,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000368,서울특별시,11680,강남구,06001,0.522079,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000305,서울특별시,11680,강남구,06080,0.057429,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000306,서울특별시,11680,강남구,06086,0.154625,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000194,서울특별시,11680,강남구,06123,0.062927,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000195,서울특별시,11680,강남구,06192,0.031756,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000196,서울특별시,11680,강남구,06188,0.038294,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000197,서울특별시,11680,강남구,06139,0.050332,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000198,서울특별시,11680,강남구,06195,0.048414,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000199,서울특별시,11680,강남구,06150,0.021632,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000200,서울특별시,11680,강남구,06193,0.037004,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000201,서울특별시,11680,강남구,06127,0.06745,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000202,서울특별시,11680,강남구,06185,0.039002,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000203,서울특별시,11680,강남구,06126,0.092045,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000204,서울특별시,11680,강남구,06162,0.022998,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000205,서울특별시,11680,강남구,06124,0.055084,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000206,서울특별시,11680,강남구,06184,0.034195,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000218,서울특별시,11680,강남구,06121,0.03056,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000207,서울특별시,11680,강남구,06177,0.174157,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000208,서울특별시,11680,강남구,06148,0.041491,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000209,서울특별시,11680,강남구,06194,0.060934,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000210,서울특별시,11680,강남구,06160,0.033767,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000211,서울특별시,11680,강남구,06147,0.040507,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000212,서울특별시,11680,강남구,06161,0.024005,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000213,서울특별시,11680,강남구,06183,0.07153,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000214,서울특별시,11680,강남구,06136,0.090664,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000215,서울특별시,11680,강남구,06125,0.041588,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000216,서울특별시,11680,강남구,06178,0.023745,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000217,서울특별시,11680,강남구,06120,0.06551,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000219,서울특별시,11680,강남구,06137,0.057067,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000220,서울특별시,11680,강남구,06176,0.063547,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000221,서울특별시,11680,강남구,06182,0.032037,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000222,서울특별시,11680,강남구,06179,0.020171,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000223,서울특별시,11680,강남구,06138,0.020716,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000224,서울특별시,11680,강남구,06159,0.03113,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000276,서울특별시,11680,강남구,06170,0.05239,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000277,서울특별시,11680,강남구,06104,0.03498,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000278,서울특별시,11680,강남구,06171,0.143808,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000279,서울특별시,11680,강남구,06043,0.066358,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000280,서울특별시,11680,강남구,06046,0.042239,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000281,서울특별시,11680,강남구,06098,0.07105,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000282,서울특별시,11680,강남구,06094,0.060615,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000283,서울특별시,11680,강남구,06052,0.04428,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000284,서울특별시,11680,강남구,06087,0.100862,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000285,서울특별시,11680,강남구,06092,0.087463,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000286,서울특별시,11680,강남구,06061,0.023775,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000287,서울특별시,11680,강남구,06042,0.061346,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000288,서울특별시,11680,강남구,06053,0.051694,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000289,서울특별시,11680,강남구,06038,0.046023,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000290,서울특별시,11680,강남구,06099,0.066714,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000291,서울특별시,11680,강남구,06088,0.051108,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000292,서울특별시,11680,강남구,06083,0.096931,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000293,서울특별시,11680,강남구,06060,0.023958,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000294,서울특별시,11680,강남구,06041,0.060862,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000295,서울특별시,11680,강남구,06039,0.059248,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000296,서울특별시,11680,강남구,06089,0.034137,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000134,서울특별시,11680,강남구,06232,0.033515,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000135,서울특별시,11680,강남구,06226,0.070319,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000136,서울특별시,11680,강남구,06207,0.023369,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000137,서울특별시,11680,강남구,06224,0.057909,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000138,서울특별시,11680,강남구,06218,0.086998,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000139,서울특별시,11680,강남구,06279,0.102582,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000140,서울특별시,11680,강남구,06233,0.030421,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000141,서울특별시,11680,강남구,06237,0.044209,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000142,서울특별시,11680,강남구,06216,0.060952,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000143,서울특별시,11680,강남구,06208,0.037472,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000133,서울특별시,11680,강남구,06238,0.018741,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000144,서울특별시,11680,강남구,06234,0.032585,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000225,서울특별시,11680,강남구,06146,0.055526,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000226,서울특별시,11680,강남구,06149,0.046784,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000227,서울특별시,11680,강남구,06180,0.02042,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000228,서울특별시,11680,강남구,06118,0.027779,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000229,서울특별시,11680,강남구,06158,0.027609,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000230,서울특별시,11680,강남구,06135,0.048934,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000231,서울특별시,11680,강남구,06181,0.037031,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000232,서울특별시,11680,강남구,06119,0.056538,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000233,서울특별시,11680,강남구,06168,0.028155,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000234,서울특별시,11680,강남구,06144,0.045817,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000235,서울특별시,11680,강남구,06122,0.077184,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000236,서울특별시,11680,강남구,06145,0.032888,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000237,서울특별시,11680,강남구,06157,0.025619,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000238,서울특별시,11680,강남구,06169,0.024647,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000239,서울특별시,11680,강남구,06174,0.054596,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000240,서울특별시,11680,강남구,06109,0.05369,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000241,서울특별시,11680,강남구,06167,0.028023,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000242,서울특별시,11680,강남구,06143,0.050515,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000243,서울특별시,11680,강남구,06175,0.082828,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000244,서울특별시,11680,강남구,06114,0.078244,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000245,서울특별시,11680,강남구,06108,0.036945,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000246,서울특별시,11680,강남구,06156,0.036486,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000247,서울특별시,11680,강남구,06117,0.044259,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000248,서울특별시,11680,강남구,06102,0.049046,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000249,서울특별시,11680,강남구,06166,0.039659,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000250,서울특별시,11680,강남구,06173,0.064697,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000251,서울특별시,11680,강남구,06110,0.038062,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000252,서울특별시,11680,강남구,06155,0.041161,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000253,서울특별시,11680,강남구,06107,0.061638,20121221,20121221,국가기초구역 최초생성,20121221000000
1168000254,서울특별시,11680,강남구,06153,0.307396,20121221,20121221,국가기초구역 최초생성,20121221000000
