"고유번호","시군구코드","도로위계기능구분","작업일시","도로구간일련번호","X 좌표","Y 좌표"
"1613","11140","3","20100803","1887","202036.368","452085.883"
"1615","11545"," "," ","0","191160.146","440114.258"
"1618","11545"," "," ","0","192299.293","440193.5"
"1823","11680","4","20080903","1719","204063.219","444832.506"
"1824","11350","3"," ","428","205818.562","463099.972"
"1827","11140","4","20100806","555","201169.883","452191.893"
"1828","11545"," "," ","0","192105.851","440279.724"
"1829","11545"," "," ","0","192137.414","440332.082"
"1832","11545"," "," ","0","191241.829","440522.884"
"1835","11545"," "," ","0","191014.407","440375.981"
"1837","11230","3","20081112","3064","204729.074","454579.69"
"1839","11230","4"," ","2817","205432.441","451952.198"
"1840","11230","3","20081112","3060","203567.093","454592.324"
"1842","11230","3","20081112","3065","203618.094","454597.158"
"1844","11215","4"," ","421","206935.137","450957.149"
"1845","11440","3","20071115","1811","194116.67","449496.549"
"1847","11215","4","20070723","1790","207687.024","449795.004"
"1848","11215","4"," ","1630","206968.627","448420.754"
"1850","11545","4","20130510164821","0","190572.83","440698.981"
"1852","11290","4"," ","1","205782.205","456804.248"
"1853","11290","4"," ","1","205796.178","456667.346"
"1855","11290","4"," ","1","205399.6","456770.629"
"1856","11290","4"," ","1","205363.072","456797.91"
"1857","11290","4"," ","1","205141.62","456612.916"
"1860","11440","4","20090212","2466","194107.829","450562.772"
"1703","11410"," "," ","0","195641.687","451401.52"
"1705","11560"," ","20090312","0","190888.553","448722.447"
"1707","11560"," "," ","0","192346.51","446282.114"
"1708","11560"," "," ","0","192743.179","446202.933"
"1709","11560"," "," ","0","192731.623","446276.993"
"1711","11560"," "," ","0","192620.13","446354.651"
"1713","11215","3"," ","1518","206194.519","449708.518"
"1715","11410"," "," ","0","194119.983","454568.186"
"1717","11410","3"," ","3006","195110.263","450838.632"
"1718","11680"," ","20080902","0","202951.528","443334.953"
"1721","11290","4"," ","1","201822.204","453984.409"
"1722","11290","4"," ","1","201793.283","453946.287"
"1723","11290","4"," ","1","201818.45","453913.864"
"1725","11230"," "," ","0","205970.561","456139.272"
"1727","11215","4","20070823","1251","208419.073","450269.243"
"1728","11215","4","20070823","1252","208455.792","450278.719"
"1730","11215","4","20070823","1290","208587.167","450132.831"
"1731","11215","4","20070823","1289","208510.576","450118.635"
"1733","11215","4","20070823","1280","208269.231","450043.696"
"1734","11215","4","20070823","1278","208218.851","450069.05"
"1736","11215","4"," ","1296","208330.233","450172.472"
"1737","11215","4"," ","1194","208345.096","450714.165"
"1739","11410","4"," ","1580","195356.756","455096.694"
"1743","11215","3","20071212","1313","209355.623","449768.491"
"1744","11215","4","20071212","146","209105.959","449699.627"
"1748","11545"," "," ","0","190359.461","441301.126"
"1749","11545"," "," ","0","190874.853","440599.561"
"1750","11545"," "," ","0","191546.954","441976.895"
"1751","11545"," "," ","0","191953.102","441979.595"
"1754","11545"," "," ","0","191734.177","442023.219"
"1756","11680","4","20080902","63","202897.126","443315.145"
"1757","11680","4","20080902","64","202943.361","443265.009"
"1759","11680","3","20080812","1188","205226.024","444952.887"
"1761","11680","4","20080813","1032","202632.64","444934.41"
"1762","11305"," "," ","0","201202.775","458062.96"
"1764","11305"," "," ","0","201583.998","458493.128"
"1765","11305"," "," ","0","201548.718","458498.337"
"1767","11305"," "," ","0","201546.625","458534.83"
"1768","11305"," "," ","0","201543.106","458548.207"
"1770","11560"," "," ","0","192100.599","445879.064"
"1773","11560"," "," ","0","192192.778","445889.076"
"1774","11560"," "," ","0","192250.317","445877.054"
"1775","11230","4","20070515","1586","205074.087","455058.395"
"1778","11350","3"," ","1152","204810.884","460197.651"
"1781","11350","4"," ","222","206795.003","463504.804"
"1783","11230","4","20071204","3420","204730.992","452459.526"
"1785","11215","3","20071212","1308","209137.798","449715.458"
"1787","11215","3"," ","1148","207928.878","450907.522"
"1788","11215","3"," ","1146","207974.637","450881.064"
"1790","11215","3"," ","1132","208202.771","450621.392"
"1791","11215","3"," ","1196","208548.963","450596.175"
"1794","11545"," "," ","0","191437.46","441093.23"
"1796","11545"," "," ","0","191515.568","441102.022"
"1798","11545"," "," ","0","190021.027","441472.055"
"1799","11545"," "," ","0","190532.66","441886.544"
"1701","11440","4","20080506","3413","191740.471","450505.829"
"1702","11290","4"," ","1","199410.795","454845.447"
"1704","11140","4","20110622","1618","198221.567","452099.19"
"1706","11560"," ","20090602","0","194069.112","446535.919"
"1710","11560"," "," ","0","192606.635","446287.606"
"1712","11215","4","20070116","2506","207125.019","447818.959"
"1714","11305"," "," ","0","201362.353","458234.25"
"1716","11140","4","20110622","1823","197969.036","450805.005"
"1719","11350","4"," ","1886","205778.41","461851.885"
"1720","11350","4"," ","472","207226.276","458654.871"
"1724","11230"," "," ","0","206002.561","455766.347"
"1726","11230","4"," ","1819","206143.136","455885.202"
"1729","11215","4","20070823","120","208244.058","450243.82"
"1732","11215","4","20070823","1275","208241.716","450118.206"
"1735","11215","4"," ","1298","208322.801","450134.757"
"1738","11215","4"," ","1182","208321.24","450762.79"
"1740","11680","4","20080818","559","204707.287","444808.238"
"1741","11680"," "," ","0","206699.205","443028.618"
"1742","11215","3","20071212","15","209194.045","449748.808"
"1745","11410","4"," ","1160","193516.068","452293.777"
"1746","11440"," "," ","0","190263.124","452315.137"
"1747","11440","4","20090210","1564","195503.901","450602.77"
"1752","11545"," "," ","0","191815.024","442103.857"
"1753","11545"," "," ","0","191848.472","442050.468"
"1755","11545"," "," ","0","191672.42","441984.791"
"1758","11680","4","20080901","719","205625.012","444958.706"
"1760","11680","4","20080829","1332","203613.621","444948.313"
"1763","11305"," "," ","0","201501.568","458504.04"
"1766","11305"," "," ","0","201560.147","458511.649"
"1769","11560"," "," ","0","192150.622","445815.94"
"1771","11560"," "," ","0","192113.965","445874.156"
"1772","11560"," "," ","0","192171.138","445856.102"
"1776","11230","4"," ","1998","204460.769","453697.943"
"1777","11350","4"," ","93","207627.219","460217.66"
"1779","11290","4"," ","1","199355.393","454771.687"
"1780","11350","3"," ","67","206934.147","457829.582"
"1782","11230","4"," ","1952","204973.817","452315.553"
"1784","11230","4"," ","1950","204886.505","453034.455"
"1786","11215","3"," ","1135","207857.806","450985.948"
"1789","11215","3"," ","1130","208131.037","450684.257"
"1792","11140","3","20100805","1462","200869.261","451722.409"
"1793","11140","4","20110114","970","199264.744","451755.949"
"1797","11545"," "," ","0","191473.193","441225.953"
"1795","11440","4","20080701","2792","190496.542","452813.413"
"1800","11545"," "," ","0","191714.609","441185.814"
"1801","11545","4","20130513104408","0","191320.492","442103.448"
"1803","11215","4"," ","199","207942.809","450041.849"
"1804","11215"," "," ","0","207717.168","449935.547"
"1806","11560"," "," ","0","192417.358","445946.694"
"1808","11560"," "," ","0","192371.455","446080.259"
"1811","11680","4","20080902","1788","203197.322","442951.438"
"1813","11230","4","20070327","1496","204503.415","454757.317"
"1815","11680","4","20100329","1739","203560.989","442945.22"
"1817","11230","4"," ","3428","204835.831","453416.886"
"1820","11230","3","20160621180000","2493","203590.139","452571.015"
"2947","11230","4"," ","3236","205716.66","455410.231"
"2949","11230","4"," ","3238","205527.231","455328.081"
"2950","11230","4","20111007","3419","205531.692","451853.052"
"2952","11230","4"," ","1672","205231.17","455717.915"
"2955","11680","4","20080718","932","204425.926","446160.511"
"2956","11680"," "," ","0","209417.14","440540.831"
"2959","11440","4"," ","1469","195193.426","449279.174"
"2960","11305"," "," ","0","202062.114","456961.626"
"2961","11140","4","20101003","1681","200778.477","451477.975"
"3652","11350","4"," ","1469","206696.516","458038.352"
"3658","11260"," "," ","0","208161.706","453777.73"
"3660","11290","4"," ","1","200376.84","454682.525"
"3662","11350","4"," ","203","206092.656","462886.707"
"3664","11350","4"," ","452","207058.053","458597.939"
"3666","11290","4"," ","1","200614.905","454549.893"
"3669","11260","4"," ","650","207635.7","452859.32"
"3673","11740","4"," ","356","211634.722","450517.32"
"3675","11410"," "," ","0","195342.725","452342.714"
"3676","11740","4","20100902","1303","211885.502","449859.917"
"3680","11410"," "," ","0","191763.731","453101.098"
"3682","11140","4","20101013","127","201966.335","451486.455"
"3104","11560"," "," ","0","192211.681","445188.646"
"3106","11560"," "," ","0","192271.981","445312.124"
"3107","11560"," "," ","0","192253.178","445260.184"
"3110","11440","4","20081222","2149","193878.923","450825.008"
"3111","11440"," "," ","0","195323.326","449305.779"
"3112","11440","4","20081222","2150","193886.85","450829.208"
"3113","11440"," "," ","0","194164.808","450780.364"
"3114","11440","4"," ","3142","195253.149","449256.882"
"3116","11440","4","20080602","2671","196547.928","450390.109"
"3118","11410","4"," ","2286","195596.934","451550.884"
"3120","11290","4","20110314","1","200341.013","457360.425"
"3123","11290","4"," ","1","200001.988","457731.683"
"3124","11680","4","20080902","860","203231.626","447352.915"
"3125","11230","4"," ","165","204460.89","453141.22"
"3126","11680","4","20080721","1715","202777.426","446130.969"
"3129","11680"," "," ","0","204360.677","441736.738"
"3131","11290","4"," ","1","204532.986","456576.286"
"3132","11290","4"," ","1","205854.781","456541.631"
"3133","11290","4"," ","1","205756.305","456662.254"
"3135","11290","4"," ","1","205703.964","456658.295"
"3137","11290","4"," ","1","205693.114","456783.468"
"3138","11290","4"," ","1","205641.407","456792.072"
"3140","11290","4"," ","1","200251.571","454786.395"
"3142","11140","4","20100809","1686","201880.451","451535.646"
"3391","11215","4","20070115","363","207701.916","449321.637"
"3393","11215","4","20070704","854","206906.631","451289.613"
"3394","11215","4","20070704","953","206746.977","451298.248"
"3396","11215","4","20070704","954","206784.32","451281.883"
"3397","11440","4","20070921","354","193448.892","449702.257"
"3399","11560"," "," ","0","190489.393","448090.961"
"3301","11140","4","20101003","1082","199289.245","452026.144"
"3303","11410","4"," ","2076","195755.31","455222.467"
"3304","11410","4"," ","719","195053.042","451094.448"
"3307","11440","4"," ","1627","196320.221","450334.444"
"3309","11440","4","20081209","1466","194943.183","449161.583"
"3310","11305"," "," ","0","201488.493","458393.318"
"3312","11440","4"," ","1385","193088.908","449687.876"
"3313","11440"," ","20090210","0","195624.783","450465.164"
"3316","11305"," "," ","0","201468.676","458088.859"
"3319","11140","4","20100806","1731","199087.226","451467.446"
"2963","11140","4","20101110","1559","200955.249","451577.38"
"3445","11440","4"," ","1246","193471.389","451432.175"
"3446","11140","4","20100809","1034","198130.904","451115.589"
"3449","11560"," "," ","0","192356.343","445140.488"
"3451","11560"," "," ","0","192358.199","445224.694"
"3455","11290","4"," ","1","200387.111","454462.283"
"3458","11290","4"," ","1","200252.764","454649.398"
"3462","11560"," "," ","0","190891.547","443890.275"
"3683","11740"," ","20110223","0","211175.04","447799.585"
"3688","11740","4"," ","750","211691.812","447767.63"
"3691","11410","4"," ","3063","191687.796","452835.444"
"3692","11740","4","20130816161007","1365","211836.134","450423.539"
"3143","11410"," "," ","0","196617.07","451534.296"
"3145","11410","4"," ","25","195772.057","455187.796"
"3147","11440","4"," ","455","193346.152","451723.192"
"3148","11305"," "," ","0","201410.547","458416.096"
"3150","11305"," "," ","0","201361.451","458401.331"
"3152","11290","4"," ","1","199520.318","454832.871"
"3154","11680","4","20080725","774","203183.722","445526.99"
"3158","11560"," "," ","0","191066.235","443164.971"
"3160","11140","4","20100805","841","199341.002","451977.242"
"3162","11560"," "," ","0","191288.854","444290.961"
"3163","11560"," "," ","0","191348.082","444269.965"
"3164","11560"," "," ","0","191350.526","444123.682"
"3165","11560"," "," ","0","191349.338","444158.925"
"3166","11560"," "," ","0","191287.658","444223.779"
"3169","11560"," "," ","0","191492.106","444150.48"
"3170","11560"," "," ","0","191472.332","444146.619"
"3172","11440","3","20080923","2919","193855.037","449404.593"
"3174","11440","4"," ","2632","195622.575","450803.661"
"3175","11440","4","20080623","2716","195956.605","449747.68"
"3178","11290","4"," ","1","199773.882","455646.561"
"3180","11290","4"," ","1","199179.807","455639.772"
"3322","11680"," ","20080828","0","207363.546","443360.333"
"3325","11215","4","20070704","825","206861.645","451451.801"
"3327","11440","4"," ","1189","191426.448","450633.893"
"3330","11215","4","20070115","2425","207672.066","448876.108"
"3333","11410"," "," ","0","194405.699","453685.824"
"3336","11305"," "," ","0","202000.827","457128.372"
"3338","11305"," "," ","0","202039.36","457089.99"
"3341","11140","4","20101006","972","201300.1","451228.543"
"3343","11140"," ","20100927","0","200669.11","451661.719"
"3346","11305"," "," ","0","202067.744","456949.047"
"3349","11305"," "," ","0","201792.825","457727.884"
"3354","11680","4"," ","341","209619.176","440687.841"
"3357","11560"," "," ","0","192049.964","447349.91"
"3358","11290","4","20110314","1","200070.607","457400.925"
"3359","11290","4","20110314","1","200079.581","457427.56"
"3363","11680","4"," ","1006","204746.054","441706.436"
"3364","11560"," "," ","0","190991.256","443261.838"
"3464","11560"," "," ","0","190782.446","443882.242"
"3466","11560"," "," ","0","191053.269","443958.493"
"3469","11440","4","20081205","1745","195877.924","449874.387"
"3472","11440"," "," ","0","190954.3","451582.828"
"3476","11440"," "," ","0","190634.966","451590.467"
"3491","11680","4","20080722","407","203322.964","446816.985"
"3495","11230","4"," ","756","204388.803","453038.69"
"3496","11290","4","20101123","1","199551.176","455299.644"
"3499","11215","3"," ","15","208776.351","449575.978"
"3503","11215","4","20070704","832","206808.594","451389.492"
"3505","11440","4"," ","1115","191869.574","451848.424"
"3508","11440","4","20070927","1423","194332.007","449661.26"
"3510","11560"," "," ","0","192643.524","445461.415"
"3513","11305"," "," ","0","202035.488","457039.145"
"3515","11305"," "," ","0","202004.169","457133.782"
"3516","11305"," "," ","0","202035.326","457097.915"
"3518","11305"," "," ","0","201992.365","457053.929"
"3520","11305"," "," ","0","201259.926","458357.58"
"3693","11350","4"," ","106","207338.595","461166.747"
"3694","11350","4"," ","24","207198.383","457961.773"
"3699","11290","4"," ","1","200165.14","457741.52"
"3701","11260"," "," ","0","207338.862","452503.116"
"3703","11260","4"," ","2554","207737.121","453222.595"
"3704","11260"," "," ","0","208250.682","453211.777"
"3706","11260","4"," ","3571","208591.133","455903.533"
"3707","11260"," "," ","0","208807.436","455250.54"
"3709","11290","4"," ","1","200192.075","457912.447"
"3710","11290","4"," ","1","205433.255","456154.687"
"3712","11290","4"," ","1","205352.789","456127.61"
"3713","11290","4"," ","1","205329.474","456143.806"
"3715","11290","4"," ","1","205384.024","456042.988"
"3716","11290","4"," ","1","200466.515","457568.151"
"3182","11290","4"," ","1","199097.447","455366.001"
"3183","11290","4"," ","1","199376.639","455166.751"
"3184","11290","4"," ","1","199351.886","455213.519"
"3185","11680","4","20080721","458","203188.058","446148.578"
"3186","11230","4"," ","132","204395.727","453133.67"
"3187","11440","4"," ","504","196423.647","450502.039"
"3188","11305"," "," ","0","201498.589","458399.849"
"3189","11305"," "," ","0","201563.2","458356.17"
"3191","11140","4","20101029","1771","198185.598","451358.747"
"3192","11290","4"," ","1","201571.563","453681.15"
"3194","11290","4"," ","1","201656.355","453289.434"
"3195","11290","4"," ","1","201627.313","453161.331"
"3196","11290","4"," ","1","201696.168","453189.051"
"3198","11305"," "," ","0","201308.222","458489.089"
"3199","11440","4","20080701","3462","191772.755","452204.708"
"3101","11560"," ","20100916","0","191089.945","443531.205"
"3102","11560"," ","20090729","0","191698.924","443720.654"
"3105","11560"," "," ","0","192260.067","445290.537"
"3108","11560"," "," ","0","192284.755","445274.092"
"3366","11680","4","20081022","343","202587.099","448083.125"
"3367","11560"," "," ","0","190937.342","443581.427"
"3370","11290","4"," ","1","201698.969","453249.225"
"3372","11290","4"," ","1","201683.689","453141.483"
"3374","11290","4"," ","1","201664.33","453216.502"
"3375","11290","4","20101123","1","199564.758","455253.159"
"3376","11140","4","20101007","1458","200707.427","450070.303"
"3384","11560"," "," ","0","191375.249","444350.786"
"3386","11560"," "," ","0","191366.748","444369.245"
"3390","11440","4"," ","1671","193388.807","451324.318"
"3392","11215","4","20070704","957","206882.789","451257.58"
"3395","11440","4","20081211","2254","194209.706","449339.905"
"3398","11215","4","20070704","856","206874.272","451313.25"
"3522","11440"," "," ","0","190876.161","451606.441"
"3523","11290","4"," ","1","201427.741","454205.692"
"3524","11305"," "," ","0","201681.002","460043.897"
"3526","11305"," "," ","0","201743.418","459977.426"
"3527","11440"," "," ","0","190650.526","451598.746"
"3528","11305"," "," ","0","201845.975","460157.157"
"3530","11440"," "," ","0","190700.555","451615.41"
"3531","11140","4","20120312","271","198186.992","450853.513"
"3532","11290","4","20110419","1","201447.501","454128.032"
"3534","11290","4"," ","1","201452.59","454190.378"
"3535","11290","4"," ","1","201418.528","454241.594"
"3536","11290","4","20110225","1","201652.986","454174.502"
"3538","11305"," "," ","0","201732.68","460017.851"
"3539","11305"," "," ","0","201724.748","460035.672"
"3542","11290","4","20110225","1","201358.591","454808.042"
"3543","11290","4","20110111","1","201328.581","454940.625"
"3544","11290","4"," ","1","201624.992","454807.769"
"3546","11290","4"," ","1","200747.599","454229.065"
"3548","11290","4"," ","1","200412.843","454351.615"
"3549","11290","4"," ","1","200488.895","454426.426"
"3550","11305"," "," ","0","201503.52","458283.738"
"3552","11440"," "," ","0","189676.454","454137.748"
"3553","11305"," "," ","0","201520.008","458337.022"
"3555","11305"," "," ","0","201602.541","460077.846"
"3556","11305"," "," ","0","201627.623","460095.208"
"3557","11305"," "," ","0","201699.86","460106.303"
"3559","11305"," "," ","0","201793.497","460054.235"
"3560","11290","4"," ","1","205142.025","456464.877"
"3718","11290","4"," ","1","205174.772","457426.023"
"3720","11350","4"," ","451","205271.75","461695.661"
"3721","11350","4"," ","330","206768.721","463512.866"
"3723","11350","4"," ","1170","206986.56","462446.984"
"3725","11290","4"," ","1","200500.509","454641.714"
"3726","11290","4"," ","1","200493.474","454640.882"
"3729","11350","4"," ","101","207668.596","460306.584"
"3731","11350","4"," ","272","206923.553","463194.351"
"3732","11290","4"," ","1","200784.203","454499.004"
"3733","11290","4"," ","1","200913.626","454441.706"
"3735","11290","4"," ","1","200876.778","454425.187"
"3737","11350","3"," ","1456","205492.783","461717.354"
"3738","11320","4","20110114","362","201684.559","461153.533"
"3739","11410","4"," ","1365","195515.571","453482.995"
"3742","11680","4","20080901","255","204728.127","444211.638"
"3743","11680"," ","20080724","0","202628.839","445546.706"
"3744","11680","4","20080717","1819","203054.377","447064.079"
"3746","11680","4","20080902","296","205114.994","445688.833"
"3748","11680","4","20080829","1371","205722.354","445926.646"
"3750","11680","4","20080901","599","204882.865","444680.574"
"3752","11680","4","20080718","238","203718.264","446346.379"
"3754","11680","4","20080722","1161","202798.975","446682.267"
"3755","11680"," ","20120607","0","208655.016","441703.336"
"3109","11140","4","20110304","827","199939.622","452035.396"
"3115","11440","3"," ","1886","194572.519","449808.893"
"3117","11410","4"," ","3284","195795.681","451625.95"
"3119","11410","4"," ","2780","195615.11","451569.367"
"3121","11290","4","20110314","1","200097.738","457393.152"
"3122","11290","4","20110314","1","200102.929","457431.772"
"3127","11230"," "," ","0","204442.511","453116.775"
"3128","11230","4"," ","1784","205131.611","455627.951"
"3130","11410","4"," ","2285","195625.803","451535.244"
"3134","11290","4"," ","1","205694.686","456674.182"
"3136","11290","4"," ","1","205681.346","456733.208"
"3139","11290","4"," ","1","205613.681","456792.197"
"3141","11410","4"," ","2033","195359.815","455149.934"
"3144","11410","4"," ","102","195361.462","455105.45"
"3146","11410","4"," ","3115","194056.584","454211.151"
"3400","11560"," "," ","0","190444.712","448114.746"
"3404","11140","4","20101021","1566","201469.995","451322.986"
"3406","11140","4","20101126","1730","199092.444","451429.623"
"3408","11440","3","20080923","3418","193977.79","449503.79"
"3411","11440","3"," ","621","191467.253","451149.319"
"3412","11440","4"," ","2052","191928.422","451436.822"
"3413","11440","4","20070703","2802","192662.338","451382.609"
"3414","11440","4","20070703","2804","192784.227","451395.601"
"3416","11440","4","20080602","2487","196006.431","449507.968"
"3417","11290","4","20110225","1","201265.415","454776.472"
"3419","11290","4","20110111","1","201348.292","454931.446"
"3421","11290","4"," ","1","201210.176","454585.657"
"3422","11290","4"," ","1","200728.091","454219.946"
"3423","11290","4"," ","1","200756.696","454236.162"
"3424","11290","4"," ","1","200638.316","454210.012"
"3426","11290","4"," ","1","200446.021","454354.636"
"3429","11305"," "," ","0","201603.796","458233.874"
"3430","11440","4","20070921","2817","196287.254","449258.16"
"3431","11440","4"," ","2239","192970.744","449714.512"
"3433","11305"," "," ","0","201525.776","458286.477"
"3436","11305"," "," ","0","201612.226","457949.229"
"3561","11545","4","20130510164821","0","190596.274","440580.032"
"3563","11290","4"," ","1","205204.985","456376.061"
"3564","11290","4"," ","1","205238.571","456357.544"
"3566","11290","4"," ","1","205322.4","456376.12"
"3568","11410","4"," ","1342","196899.607","451885.453"
"3569","11440"," "," ","0","190061.787","452114.726"
"3570","11440","4"," ","2007","191545.605","450763.501"
"3573","11350","4"," ","212","205242.639","461677.191"
"3576","11350","4"," ","278","206303.011","458648.79"
"3577","11290","4"," ","1","205435.539","457189.584"
"3580","11290","4"," ","1","202382.205","453567.198"
"3583","11350","4"," ","261","205517.655","461764.529"
"3589","11320","4"," ","1863","203579.476","459598.229"
"3592","11740"," ","20101117","0","211004.967","447929.947"
"3593","11740","4","20130308","0","211382.957","448241.237"
"3594","11215","4"," ","2045","207279.054","447680.741"
"3595","11740","4"," ","1231","210951.616","449759.454"
"3596","11410","4"," ","1314","193933.633","451765.183"
"3597","11215","4"," ","1477","206098.264","449304.368"
"3598","11350","4"," ","121","207444.483","463918.626"
"3736","11260"," "," ","0","207771.791","453166.498"
"3749","11680","4","20080728","1158","204674.422","445844.645"
"3751","11680","4","20080725","51","202443.433","445154.486"
"3753","11680","4","20080728","955","205407.917","445322.362"
"3756","11350","4"," ","1420","205157.166","459342.891"
"3757","11740","3","20101111","1021","211100.41","449446.814"
"3149","11440","3"," ","435","193349.475","451702.498"
"3151","11680","4","20080721","1261","201867.144","446184.081"
"3153","11350","3"," ","2102","206920.981","458560.134"
"3155","11560"," "," ","0","191029.526","443240.932"
"3156","11350","4"," ","100","205346.002","463031.23"
"3157","11215","3","20070531","12","206480.814","448315.149"
"3159","11140","4","20100806","95","201306.708","451947.49"
"3441","11215","4","20070927","355","206909.654","448747.18"
"3443","11290","4"," ","1","201770.586","453366.369"
"3444","11560"," "," ","0","191822.59","444229.55"
"3447","11680","4","20080808","700","204537.782","444949.028"
"3448","11560"," "," ","0","192271.073","445185.437"
"3450","11560"," "," ","0","192418.09","445161.045"
"3452","11560"," "," ","0","192429.923","445186.132"
"3453","11560"," "," ","0","192390.207","445239.462"
"3454","11560"," "," ","0","192359.758","445370.881"
"3456","11290","4"," ","1","200372.002","454479.895"
"3457","11290","4"," ","1","200258.728","454679.331"
"3459","11290","4"," ","1","201402.648","454247.536"
"3460","11290","4"," ","1","201358.924","454239.145"
"3461","11680"," ","20080714","0","203204.927","447360.37"
"3463","11680"," "," ","0","204660.015","441718.359"
"3465","11680","4","20080901","1088","202897.777","443872.89"
"3467","11305"," "," ","0","201623.523","460047.049"
"3468","11440","4","20080630","2784","195093.53","448542.383"
"3470","11305"," "," ","0","201721.899","460125.129"
"3471","11440"," "," ","0","190867.811","451578.789"
"3473","11305"," "," ","0","201904.99","460224.57"
"3474","11440"," "," ","0","190944.601","451588.163"
"3475","11305"," "," ","0","201882.702","460222.342"
"3477","11305"," "," ","0","201949.804","460260.065"
"3500","11215","4","20070314","185","206995.748","450394.715"
"3501","11215","4","20070704","404","206789.76","451311.092"
"3502","11440","3","20080923","2252","194160.755","449411.42"
"3504","11215","4","20070704","405","206792.646","451249.789"
"3506","11215","4","20070115","2430","207769.556","448887.803"
"3507","11410","4"," ","1957","194193.385","453895.456"
"3509","11560"," "," ","0","192663.743","445333.837"
"3511","11560"," "," ","0","191855.808","446773.549"
"3512","11305"," "," ","0","202048.171","457053.306"
"3514","11305"," "," ","0","202036.771","457147.276"
"3517","11305"," "," ","0","201986.318","457114.413"
"3519","11305"," "," ","0","201242.591","458341.708"
"3521","11140","4","20100809","571","201863.658","451464.385"
"3768","11260"," "," ","0","207771.791","453166.498"
"3769","11350","4"," ","857","205864.898","462948.668"
"3771","11290","4","20110216","1","202650.574","453917.507"
"3772","11350","4"," ","1873","206149.985","461674.04"
"3776","11290","4"," ","1","205411.358","456178.189"
"3778","11290","4"," ","1","198950.164","455265.757"
"3161","11140","4","20100809","1197","197788.554","450457.863"
"3167","11560"," "," ","0","191276.894","444157.555"
"3168","11560"," "," ","0","191164.591","444293.333"
"3171","11140","4","20101004","951","196946.378","451116.508"
"3173","11440","3","20080923","1815","193933.069","449475.296"
"3176","11440","4","20080623","2716","196007.242","449723.905"
"3177","11290","4"," ","1","199696.674","455658.939"
"3179","11290","4"," ","1","199672.556","455682.783"
"3181","11290","4"," ","1","199115.18","455543.979"
"3190","11305"," "," ","0","201524.346","458389.013"
"3193","11290","4"," ","1","201675.181","453285.578"
"3197","11290","4","20101123","1","199564.4","455231.472"
"3200","11305"," "," ","0","201509.101","458390.44"
"3202","11440","3","20080701","3544","191785.961","452153.341"
"3478","11440"," "," ","0","190837.79","451597.187"
"3479","11305"," "," ","0","201552.399","458280.349"
"3480","11440","4"," ","2840","189641.426","454213.719"
"3481","11680","4","20080722","45","202343.136","445700.635"
"3482","11680","4","20080714","812","202086.08","446610.274"
"3483","11230","4"," ","2829","205264.777","451942.448"
"3484","11680","4","20080725","1671","203368.665","445823.707"
"3485","11680","4","20080829","979","203503.626","445007.396"
"3486","11680"," "," ","0","203920.71","447344.413"
"3487","11230","4"," ","2818","205303.054","451928.145"
"3488","11680","4","20080725","458","203370.957","445663.87"
"3489","11230","4"," ","2834","205300.892","451883.471"
"3490","11680"," ","20080722","0","202139.01","445669.845"
"3492","11680","4","20080901","959","205428.426","444850.481"
"3493","11230","4"," ","3526","204391.011","453073.329"
"3494","11560"," "," ","0","191462.031","444367.952"
"3497","11680"," ","20080829","0","203561.638","444988.457"
"3498","11290","4"," ","1","199252.569","454825.074"
"3401","11560"," "," ","0","190498.699","448059.165"
"3402","11560"," ","20090730","0","191857.962","446009.251"
"3525","11290","4"," ","1","200823.171","454268.24"
"3529","11440"," "," ","0","190612.066","451609.64"
"3533","11290","4","20110225","1","201618.543","454145.659"
"3537","11305"," "," ","0","201683.801","459932.089"
"3540","11440","3"," ","2554","194046.393","449412.961"
"3541","11440","4","20080107","266","195050.748","450530.92"
"3545","11290","4"," ","1","201627.048","454669.383"
"3547","11290","4"," ","1","200682.851","454197.423"
"3551","11440"," "," ","0","189412.618","453761.317"
"3554","11305"," "," ","0","201543.135","458349.561"
"3558","11305"," "," ","0","201847.103","460031.644"
"3562","11290","4"," ","1","205181.613","456394.513"
"3565","11545"," "," ","0","191136.002","440877.357"
"3567","11140","3","20100807","1859","202137.464","451677.184"
"3571","11215","4"," ","1180","208284.2","450747.09"
"3572","11260"," "," ","0","209317.238","456603.352"
"3574","11260","4"," ","3911","209353.383","456694.797"
"3797","11140","4","20100806","1238","201509.263","452005.567"
"3799","11215","4"," ","2478","207243.876","447639.031"
"3700","11290","4"," ","1","200142.992","457799.854"
"3702","11260","4"," ","2440","207357.384","453236.454"
"3705","11260","4"," ","3563","208417.857","456761.396"
"3708","11260","3"," ","2430","207569.796","453446.547"
"3711","11290","4"," ","1","205369.091","456137.953"
"3714","11290","4"," ","1","205364.777","456090.905"
"3717","11350","4"," ","2017","204977.052","458948.64"
"3719","11350","4"," ","243","204922.015","463973.5"
"3722","11290","4"," ","1","199184.714","454820.494"
"3724","11350","3"," ","1446","205043.856","457602.453"
"3727","11290","4"," ","1","200514.336","454662.455"
"3730","11290","4"," ","1","200497.142","454699.557"
"3734","11350","4"," ","533","206835.961","463553.831"
"3740","11410","4"," ","763","195543.665","453438.903"
"3741","11320","4","20100714","193","204340.553","461586.062"
"3745","11680","4","20080618","1517","203067.796","443003.04"
"3747","11680","4","20080722","454","202617.138","445929.478"
