"고유번호","시군구코드","도로위계기능구분","작업일시","도로구간일련번호","X 좌표","Y 좌표"
"63","11545"," "," ","0","191536.74","439885.16"
"220","11215","4"," ","2824","207542.099","447987.61"
"863","11545"," "," ","0","191496.344","441188.17"
"19","11230","4"," ","2293","205623.152","451875.124"
"20","11230","4"," ","2292","205648.191","451908.229"
"3728","11290","4"," ","1","200536.328","454680.734"
"3845","11215","4"," ","2046","207161.007","447770.002"
"6052","11305"," "," ","0","201851.873","459511.879"
"22","11545","4"," ","1168","191975.376","438843.154"
"23","11545","4"," ","1077","191755.861","438837.973"
"7930","11560"," "," ","0","191569.582","444583.398"
"97","11290","4"," ","1","199456.373","455049.031"
"98","11110","4"," ","1","202048.486","452497.924"
"10549","11560"," "," ","0","191780.154","447262.969"
"99","11290","4"," ","1","199541.391","455040.777"
"12502","11560"," "," ","0","192013.489","446076.265"
"11349","11230"," "," ","0","202868.291","453678.564"
"11340","11560"," "," ","0","193396.826","446581.302"
"100","11290","4"," ","1","200026.134","457168.659"
"1","11215","4"," ","1044","207484.308","451082.288"
"145","11290","4"," ","1","199745.952","455614.22"
"282","11560","3"," ","3470","189323.747","447172.098"
"17858","11560"," "," ","0","191368.158","445408.709"
"16176","11305"," "," ","0","202242.658","458355.23"
"287","11230","4"," ","291","205220.1","452184.977"
"290","11560"," "," ","0","192566.912","444425.696"
"292","11560"," "," ","0","192211.541","445097.974"
"295","11560"," "," ","0","192221.584","445154.543"
"20327","11560"," "," ","0","191049.073","443448.922"
"297","11560"," "," ","0","192452.229","445425.091"
"23009","11305"," "," ","0","201221.632","460650.754"
"302","11290","4"," ","1","200160.674","457286.269"
"23748","11410"," "," ","0","195926.505","454500.102"
"22484","11650"," "," ","0","203025.604","440343.272"
"25115","11200"," "," ","0","203114.215","450936.438"
"24925","11530"," "," ","0","187319.234","444686.054"
"303","11560"," "," ","0","192558.822","445327.455"
"26915","11410"," "," ","0","195940.947","454588.382"
"304","11560"," "," ","0","192533.271","445300.538"
"306","11560"," "," ","0","192588.421","445276.091"
"26611","11530"," "," ","0","189441.049","443666.751"
"28057","11305"," "," ","0","202194.674","457798.941"
"309","11560"," "," ","0","192054.472","444593.121"
"310","11560"," "," ","0","191820.637","444489.5"
"311","11560"," "," ","0","191895.505","444487.449"
"30458","11560"," "," ","0","193069","445147.344"
"312","11410","3"," ","2520","194061.082","452123.067"
"289","11230"," "," ","0","205419.621","451908.299"
"263","11215"," "," ","0","206804.355","448266.597"
"36326","11290","4"," ","1","205650.765","456225.455"
"38814","11305"," "," ","0","201738.518","459635.24"
"265","11410","4"," ","994","194462.375","454241.654"
"37820","11215","4"," ","1515","206189.984","449760.8"
"38042","11440"," "," ","0","190529.996","451006.589"
"40114","11545"," "," ","0","191258.652","440250.862"
"487","11305"," "," ","0","201822.673","459525.707"
"489","11305"," "," ","0","201343.274","459452.576"
"39393","11305"," "," ","0","202680.603","460004.668"
"491","11290","4"," ","1","200193.828","457281.392"
"354","11560"," "," ","0","192606.065","445341.364"
"430","11290","4"," ","1","200578.828","454230.577"
"433","11230","4"," ","2456","205621.612","451551.261"
"434","11230","4"," ","240","205107.927","452127.568"
"584","11545"," "," ","0","192196.106","439402.76"
"585","11545"," ","20110128","0","192212.391","439323.511"
"47264","11530"," "," ","0","186241.194","444494.857"
"47546","11305"," "," ","0","201371.745","460849.925"
"587","11545"," "," ","0","192204.078","439236.098"
"46882","11305"," "," ","0","202697.376","457691.186"
"46375","11230"," "," ","0","205868.405","453934.952"
"7","11110","4","20091016","1","198705.241","452472.839"
"25","11110","4"," ","1","198362.611","453407.358"
"27","11545"," ","20100608","0","191791.589","440281.22"
"28","11110","4","20101220","1","198605.146","453406.395"
"29","11110","4"," ","1","201837.843","452640.268"
"34","11230","4"," ","1664","205399.617","455513.685"
"38","11110","4","20100503","1","196082.996","457249.692"
"41","11215","3","20070531","2461","207228.476","448035.915"
"43","11215","4"," ","927","207252.395","451011.962"
"46","11545"," "," ","0","191587.461","440242.409"
"48","11110","4","20090504","1","198568.062","453835.369"
"52","11215","4"," ","1042","207532.679","451091.639"
"2","11215","4","20071212","1321","209068.567","449777.313"
"3","11215","3","20071212","1318","209064.038","449743.518"
"5","11215","4","20071212","1304","209237.069","449626.557"
"8","11110","4","20100903","1","198289.388","452611.271"
"9","11545"," "," ","0","191305.32","440573.599"
"10","11545"," "," ","0","191537.375","439848.428"
"12","11230","4"," ","2297","205520.376","451794.876"
"13","11545"," "," ","0","191846.448","438906.93"
"15","11230","4"," ","336","205592.622","451854.27"
"16","11230","4"," ","2294","205604.26","451829.084"
"18","11545","3"," ","584","191657.173","438870.811"
"26","11215","4","20070823","120","208266.546","450149.18"
"30","11230","4"," ","2877","205304.561","451639.986"
"31","11230","4"," ","2874","205372.399","451660.494"
"32","11215","3","20070821","2930","206713.693","448807.201"
"33","11545","4","20130503103443","0","191599.845","440422.738"
"35","11110","4","20101012","1","198943.667","453513.04"
"36","11110","4"," ","1","197173.761","452703.349"
"37","11110","4","20100426","1","197137.063","452597.191"
"39","11110","4"," ","1","199973.429","453746.423"
"40","11215","4"," ","1000","207409.485","451087.757"
"42","11215","4"," ","1017","207210.346","451148.776"
"44","11230","4"," ","1660","205378.498","455492.375"
"45","11215"," "," ","0","208094.834","450121.48"
"47","11230","4"," ","1660","205367.75","455493.654"
"49","11215","4"," ","1261","208349.982","450295.667"
"50","11230"," ","20101220","0","204767.95","453234.22"
"51","11545","4","20130503103443","0","191556.555","440397.558"
"53","11215","4"," ","1048","207525.433","451048.796"
"55","11215","3","20071212","1319","209093.776","449753.19"
"57","11215","4"," ","1050","207483.39","451008.683"
"58","11215","4"," ","999","207399.242","451064.945"
"62","11545"," "," ","0","191330.664","440535.321"
"64","11545"," "," ","0","191564.765","439801.857"
"66","11230","4"," ","338","205517.33","451780.685"
"68","11545","3"," ","584","191662.378","438881.511"
"69","11545","4"," ","587","191690.164","438885.754"
"71","11230","4"," ","2864","205294.35","451587.653"
"72","11230","4"," ","2865","205289.184","451534.931"
"74","11230","4"," ","2870","205353.23","451674.384"
"80","11410","3"," ","1275","193579.228","452719.018"
"83","11410","4"," ","1196","193085.185","452340.826"
"86","11110","4","20090327","1","197180.681","453749.08"
"90","11110","4"," ","1","202042.881","452442.129"
"91","11230","4"," ","2878","205344.787","451591.42"
"95","11230","4"," ","3396","204897.027","453222.367"
"4","11215","4","20071212","1328","209054.276","449808.068"
"6","11110","4"," ","1","202088.839","452426.368"
"11","11545"," "," ","0","191517.532","439782.388"
"14","11545","4"," ","410","191785.391","438896.696"
"17","11230","4"," ","2294","205614.732","451865.965"
"21","11545","4"," ","572","191870.343","438841.59"
"24","11230","4"," ","1660","205389.836","455476.728"
"146","11110","4"," ","1","199802.298","454574.141"
"148","11110","4"," ","1","201207.557","452638.227"
"149","11110","4"," ","1","198987.041","452440.637"
"152","11290","4"," ","1","199920.915","457352.955"
"154","11290","4"," ","1","200075.14","457164.582"
"155","11110","4","20100908","1","199189.237","452200.282"
"157","11410","3"," ","339","196596.272","451297.155"
"159","11680","4","20080813","1809","205350.419","446319.052"
"162","11680","4","20080722","40","202180.578","446292.014"
"164","11680","4","20080813","1811","205493.092","446379.205"
"168","11530"," ","20160623190000","0","189522.51","446228.594"
"54","11215","4","20071212","2715","209142.303","449820.465"
"56","11215","4","20071212","147","208984.257","449954.342"
"59","11545"," "," ","0","191467.667","440354.241"
"60","11545"," "," ","0","191439.343","440319.478"
"61","11545"," "," ","0","191386.066","440466.686"
"65","11545","4"," ","410","191797.211","438889.086"
"67","11230","4"," ","2285","205556.113","451813.571"
"70","11545","4"," ","811","191721.346","438851.95"
"73","11230","4"," ","2871","205351.28","451642.966"
"75","11110","4","20100903","1","198334.358","452486.845"
"76","11530"," ","20160623190000","0","188786.049","444864.308"
"77","11530"," ","20160623190000","0","188650.06","444007.518"
"78","11530"," ","20160623190000","0","184332.441","442842.443"
"79","11410","4"," ","1807","193449.813","452721.99"
"81","11410","3"," ","933","193826.932","452325.488"
"82","11410","3"," ","1283","196580.726","451220.663"
"85","11110","4","20090327","1","196603.152","452732.358"
"84","11110","4","20090327","1","196802.107","452833.976"
"87","11110","4"," ","1","196857.67","456439.923"
"88","11110","4"," ","1","200079.168","453578.833"
"89","11110","4"," ","1","199893.761","454740.775"
"92","11215","4"," ","2719","206812.275","450742.81"
"93","11230","4"," ","1717","205322.566","455399.425"
"94","11110","4","20100908","1","198770.276","452731.064"
"96","11110","4"," ","1","198454.716","453855.877"
"103","11290","4"," ","1","200005.352","457215.482"
"104","11290","4"," ","1","199927.031","457290.896"
"106","11290","4"," ","1","200059.119","457157.514"
"108","11680","4","20080722","403","202467.205","446317.456"
"109","11680","4","20080729","1323","202900.635","446316.489"
"111","11680","4","20080722","403","202552.336","446283.514"
"112","11680"," ","20080711","0","202204.383","446324.38"
"114","11680","4","20080718","462","203744.384","446389.029"
"115","11680","4","20080829","1673","204778.413","446384.177"
"117","11680","4","20080722","428","202784.955","446359.804"
"119","11530"," ","20160623190000","0","188944.372","445333.344"
"121","11530"," ","20160623190000","0","188933.411","445285.268"
"122","11530"," ","20160623190000","0","188670.268","443684.019"
"123","11410","4"," ","1842","193507.997","452769.082"
"125","11410","3"," ","1992","193574.152","452736.973"
"126","11410","3"," ","675","193818.233","452335.413"
"127","11410","3"," ","33","196581.869","452168.256"
"129","11290","4","20100910","1","201013.579","455554.205"
"130","11290","4","20100910","1","201005.648","455510.762"
"132","11290","4"," ","1","201204.359","455480.118"
"134","11290","4","20101110","1","201228.513","455499.259"
"135","11290","4"," ","1","201254.543","455276.542"
"137","11290","4"," ","1","201297.278","455251.785"
"138","11290","4"," ","1","201357.252","455340.557"
"140","11410","3"," ","762","196575.811","452188.024"
"142","11680","4","20080813","1060","201913.609","446296.846"
"144","11680","4","20080829","491","205427.07","446342.918"
"147","11110","4","20091021","1","200595.405","452318.269"
"150","11290","4"," ","1","200050.563","457218.644"
"151","11290","4"," ","1","199891.617","457292.111"
"153","11290","4"," ","1","200023.09","457230.435"
"156","11410","3"," ","717","193843.453","452409.421"
"158","11680","4","20080722","1100","202868.346","446337.391"
"160","11680","4","20080812","716","205844.127","446279.023"
"161","11680","4","20080722","1104","202681.396","446306.709"
"163","11680","4","20080813","1599","205570.632","446287.122"
"165","11680","4","20080718","238","203945.534","446399.204"
"166","11680","4","20080722","112","202666.618","446393.679"
"167","11290","4"," ","1","200104.877","457217.549"
"171","11290","4"," ","1","200043.878","454778.328"
"172","11290","4"," ","1","200446.577","454247.455"
"173","11290","4","20100910","1","200436.413","454181.129"
"175","11290","4","20100910","1","200471.264","454207.745"
"176","11110","4","20100909","1","200451.843","452675.303"
"177","11680","4","20080716","1111","203414.822","446451.213"
"178","11680","4","20080820","289","204547.697","446459.33"
"180","11680"," "," ","0","202710.365","447335.566"
"181","11680","4","20080717","359","202639.596","447279.153"
"183","11680","4","20080903","362","203032.448","447322.505"
"184","11680","4","20080829","1829","204946.493","446658.531"
"186","11680","4","20080904","315","205392.169","446462.031"
"188","11680","4","20080905","1059","202233.314","446737.729"
"190","11680","4","20080828","37","201755.593","446517.8"
"193","11215","4"," ","2486","207119.94","447740.774"
"194","11215","4"," ","131","208448.988","450484.638"
"196","11215","4","20070723","2383","207684.707","449814.387"
"199","11215","4"," ","2747","207020.798","450708.946"
"200","11215","4","20070712","2816","207001.632","448283.754"
"101","11290","4"," ","1","200025.573","457159.499"
"102","11290","4"," ","1","200001.396","457177.08"
"105","11290","4"," ","1","200115.442","457160.34"
"107","11410","3"," ","2734","193873.715","452390.38"
"110","11680","4","20080813","491","205449.981","446316.816"
"113","11680","4","20080813","159","203079.829","446323.387"
"116","11410","3"," ","1569","193858.404","452405.198"
"118","11680","4","20080801","1051","203436.658","446384.739"
"120","11530"," ","20160623190000","0","188921.879","445228.363"
"124","11410","4"," ","3437","193528.64","452781.118"
"128","11410","3"," ","2395","196664.519","451271.251"
"131","11290","4","20100910","1","201017.132","455520.787"
"133","11290","4","20101110","1","201213.578","455515.126"
"136","11410","4"," ","2466","194496.218","454256.466"
"139","11410","4"," ","2633","194496.822","454338.611"
"141","11110","4","20100623","1","199701.258","452652.053"
"143","11290","4"," ","1","199793.688","455338.186"
"204","11560"," "," ","0","192663.981","445459.059"
"206","11560"," "," ","0","192590.529","445462.638"
"208","11680","4","20080813","1059","202166.53","446730.096"
"209","11680","4","20080722","736","202592.839","446301.769"
"211","11680","4","20080905","425","202320.592","446304.357"
"212","11290","4"," ","1","199438.106","455090.28"
"213","11110","4","20100702","1","199906.442","454209.306"
"215","11680"," "," ","0","204012.578","446348.804"
"216","11215","4"," ","1739","207591.658","448885.583"
"217","11215","4"," ","1140","207992.046","450994.623"
"219","11215","4"," ","303","206224.323","449020.712"
"222","11215","4","20070823","1254","208289.544","450435.218"
"224","11215","4"," ","1966","205858.15","448908.301"
"225","11215","4"," ","2487","207147.575","447730.9"
"227","11215","4","20071109","2871","208001.963","448988.836"
"228","11215","4","20070214","170","206691.432","450410.233"
"230","11290","4"," ","1","201398.527","455280.789"
"232","11410","4"," ","544","194320.27","453701.658"
"235","11410","4"," ","2840","194212.834","454045.517"
"236","11410","4"," ","2764","194202.523","454124.241"
"239","11290","4","20100910","1","200416.886","454207.429"
"280","11560"," "," ","0","190910.113","443520.45"
"314","11440","4","20080627","298","195364.36","450523.254"
"315","11440","4","20081208","2979","190814.645","452998.024"
"317","11440","3"," ","214","194934.026","449880.108"
"318","11440","4","20071023","897","191459.024","452646.92"
"320","11440","2","20080602","2838","196204.878","450358.868"
"321","11440","4","20080825","1330","191947.507","449979.04"
"323","11440","4","20080825","1330","192125.983","450091.509"
"324","11440","4","20070921","3096","192180.643","449778.705"
"326","11440","4"," ","3390","193754.906","450832.646"
"242","11680","4","20080829","942","204805.59","446472.24"
"244","11680","4","20080716","1412","204410.741","447316.983"
"246","11680","4","20080717","207","203473.655","447315.783"
"248","11680","4","20080722","791","202396.074","446494.574"
"250","11680","4","20080812","492","205481.21","446504.9"
"252","11680","4","20080905","39","201985.72","446509.933"
"253","11680","4","20080828","349","201894.304","446517.793"
"255","11680","4","20080828","349","201907.124","446496.673"
"256","11680","4","20080829","1826","204778.577","446493.146"
"258","11680"," ","20080905","0","203222.611","446341.319"
"262","11110","4"," ","1","201390.856","452441.17"
"264","11215","4"," ","2111","206907.383","450747.913"
"267","11290","4","20100910","1","201080.522","455481.767"
"268","11290","4"," ","1","201175.673","455550.279"
"270","11290","4","20101110","1","201201.259","455543.242"
"271","11290","4","20101110","1","201231.056","455475.266"
"275","11410","4"," ","267","195522.569","455468.724"
"276","11290","4"," ","1","201352.359","455327.476"
"278","11410","3"," ","1654","194402.255","453559.518"
"279","11290","4"," ","1","200006.097","454761.893"
"281","11230","4","20071204","2205","205097.439","452506.329"
"283","11230"," "," ","0","205188.794","452547.529"
"284","11560","4"," ","3087","193531.247","446058.051"
"285","11230"," "," ","0","205227.499","452546.863"
"286","11230","4"," ","1878","205213.056","452549.378"
"288","11230","4"," ","3237","205575.21","455383.759"
"291","11560"," ","20120430","0","192325.072","446445.135"
"293","11560"," "," ","0","192371.987","445091.078"
"294","11560"," "," ","0","192359.652","445096.114"
"296","11230","4"," ","2886","205447.279","451731.103"
"298","11410","3"," ","2094","192935.793","452987.535"
"299","11230","4"," ","3598","205495.71","451539.671"
"300","11230","4"," ","2875","205521.685","451481.733"
"201","11410","4"," ","603","193865.65","451948.576"
"203","11215","4"," ","1484","206140.228","449393.38"
"205","11560"," "," ","0","192681.832","445395.098"
"207","11680","4","20080828","37","201728.298","446512.867"
"210","11290","4"," ","1","199781.347","455100.952"
"214","11680","4","20080718","462","203777.638","446282.941"
"218","11215","4"," ","2437","208007.585","449317.386"
"221","11215","4"," ","2485","207092.485","447750.917"
"223","11215","4","20070823","1257","208310.148","450362.217"
"226","11215","4","20070319","237","207754.304","448167.856"
"229","11290","4"," ","1","201383.444","455315.022"
"231","11290","4"," ","1","201484.093","455184.25"
"233","11410","4"," ","605","194291.603","453728.427"
"234","11410","4"," ","1978","194186.337","454014.998"
"237","11410","4"," ","184","193853.664","454243.424"
"238","11290","4","20100910","1","200416.92","454194.526"
"240","11110","4"," ","1","199442.065","452220.319"
"241","11290","4","20100910","1","200487.646","454216.662"
"243","11680","4","20080909","917","203927.265","447291.627"
"245","11680","4","20080717","1512","202730.494","447274.445"
"247","11680","4","20080722","1161","202743.181","446659.84"
"249","11680","4","20080905","811","201975.637","446700.661"
"251","11680","4","20080722","868","202696.87","446404.583"
"254","11680","4","20080716","210","203339.81","446680.488"
"257","11680","4","20080722","1101","202937.288","446741.758"
"259","11290","4"," ","1","199785.514","455060.169"
"260","11680","4","20090812","464","204035.009","446239.001"
"261","11110","4"," ","1","199289.09","452207.534"
"266","11290","4","20100910","1","201033.659","455534.199"
"269","11290","4"," ","1","201201.318","455443.542"
"272","11410","4"," ","2911","195521.726","455455.321"
"273","11290","4"," ","1","201274.201","455271.998"
"274","11410","4"," ","3173","193634.729","453316.695"
"277","11410","3"," ","420","196605.452","451446.821"
"169","11530"," ","20160623190000","0","189268.756","445794.095"
"170","11530"," ","20160623190000","0","189573.759","446211.588"
"174","11290","4","20100910","1","200459.513","454186.227"
"179","11680","4","20080717","359","202673.045","447331.88"
"182","11680","4","20080717","360","202701.206","447277.32"
"185","11680","4","20080808","349","201808.293","446684.241"
"187","11680","4","20080813","377","202430.555","446772.256"
"189","11680","4","20080903","743","202124.019","446760.919"
"191","11680","4","20080813","1340","203518.825","446515.958"
"192","11215","4"," ","239","207185.383","447713.737"
"195","11215","3"," ","17","206290.309","449583.88"
"197","11215","4"," ","452","207192.888","447771.392"
"198","11215","4"," ","325","206081.008","449786.969"
"202","11410","4"," ","2363","193929.579","452050.635"
"465","11110","4","20100526","1","201791.554","453085.566"
"467","11305"," "," ","0","201854.063","459974.969"
"468","11305"," "," ","0","201950.111","459951.22"
"469","11305"," "," ","0","202038.386","459842.823"
"471","11305"," "," ","0","202079.265","459870.804"
"472","11305"," "," ","0","202149.367","459771.429"
"474","11305"," "," ","0","202586.459","459671.475"
"476","11305"," "," ","0","201286.17","459774.478"
"477","11305"," "," ","0","201269.689","459801.669"
"478","11305"," "," ","0","201382.611","459778.746"
"480","11305"," "," ","0","201383.244","459837.775"
"482","11305"," "," ","0","201491.732","459695.579"
"484","11305"," "," ","0","201412.338","459763.585"
"485","11305"," "," ","0","201434.351","459751.939"
"486","11305"," "," ","0","201694.316","459795.866"
"493","11290","4","20110314","1","200221.967","457293.644"
"495","11305"," "," ","0","201685.643","459472.397"
"497","11440","3","20081222","2458","193422.714","450778.019"
"499","11440","4","20090210","309","195411.113","450605.665"
"500","11440","4","20081222","2460","193535.314","450843.686"
"402","11440","4","20090210","930","195346.433","450675.668"
"407","11410","3"," ","1576","193768.63","452542.051"
"328","11440","4","20090212","1255","194208.93","450562.533"
"331","11440","4","20090210","3378","195554.615","450160.662"
"332","11440","3","20080701","2948","191652.059","452151.555"
"334","11410","4"," ","1319","194168.924","454095.96"
"335","11410","4"," ","2323","194153.639","454111.414"
"336","11440","4","20071115","3115","194078.741","449591.86"
"338","11440","4","20071120","3024","191634.958","451237.554"
"339","11410","4"," ","1596","194122.227","454115.995"
"341","11440","4","20081222","2483","193394.248","450660.079"
"342","11410","4"," ","1141","194150.678","454201.765"
"343","11440","3","20081222","2482","193463.672","450746.456"
"345","11410","4"," ","2181","194128.707","454721.325"
"349","11560"," "," ","0","192662.608","445400.706"
"350","11560"," "," ","0","192679.819","445400.701"
"351","11560"," "," ","0","192652.803","445645.349"
"353","11560"," "," ","0","192614.914","445348.192"
"355","11560"," "," ","0","192582.846","445333.275"
"356","11560"," "," ","0","192565.547","445267.541"
"360","11560"," "," ","0","191821.442","444822.823"
"362","11560"," "," ","0","191776.441","444472.527"
"363","11560"," "," ","0","191858.547","444487.247"
"365","11215"," ","20070115","0","207470.976","448959.214"
"366","11440","4","20080627","299","195357.759","450581.628"
"367","11440","4","20081208","795","190652.027","453138.903"
"370","11440","4"," ","1595","195274.153","449760.164"
"372","11440","4","20080825","1330","192024.023","450045.867"
"374","11440","4","20080825","1331","192253.959","450002.975"
"377","11440","4","20090210","1592","195549.281","450103.223"
"378","11440","3","20080108","3061","193229.567","451038.17"
"380","11410","4"," ","1677","194182.598","454192.202"
"381","11440","3","20081222","2391","193423.375","450731.581"
"383","11410","4"," ","2079","194145.669","454756.508"
"386","11470","3","20120114","417","184944.876","449042.462"
"388","11470","4","20110317","706","186231.241","446338.945"
"389","11470","3","20120114","417","184915.968","449472.965"
"390","11440","3","20081222","2457","193438.803","450783.085"
"392","11440","3","20081222","2455","193544.179","450818.354"
"394","11440"," ","20081222","0","193563.645","450837.129"
"395","11410","3"," ","980","193775.497","451827.5"
"396","11410","3"," ","1256","193730.633","451808.204"
"398","11110","4","20160614180000","1","199939.339","452299.122"
"399","11440","4","20081222","2452","193598.396","450723.767"
"400","11440","4","20090210","932","195300.791","450675.063"
"301","11560","4"," ","393","190967.959","444276.435"
"305","11560"," "," ","0","192541.584","445315.79"
"307","11560"," "," ","0","189517.253","449806.456"
"308","11560"," "," ","0","192052.184","444562.619"
"313","11440","4","20070921","232","195013.774","450704.239"
"316","11440","4","20081208","803","190906.965","452907.575"
"319","11440","2","20090210","2858","196053.944","450258.946"
"322","11440","4","20121113","1331","192149.515","449992.483"
"325","11440","4","20081222","2463","193731.512","450845.624"
"327","11440","4","20081222","2478","193679.204","450873.447"
"329","11440","4","20090210","758","195502.872","450177.012"
"330","11440","4","20080701","3543","191207.152","452606.592"
"333","11440","3","20080701","34","191790.405","452139.89"
"337","11440","4","20070921","2827","193186.957","450350.86"
"340","11440","3","20081217","2925","191174.09","450672.599"
"344","11440","3","20081222","2459","193401.63","450771.656"
"346","11110","4","20100908","1","199860.341","452973.031"
"347","11215","4","20070214","114","208015.254","450489.691"
"348","11560"," ","20120712","0","191386.65","443072.556"
"352","11560"," "," ","0","192653.921","445588.728"
"357","11560"," ","20101116","0","191832.644","444762.388"
"358","11560"," ","20100916","0","190974.101","443430.192"
"359","11560"," "," ","0","191818.497","444878.923"
"361","11560"," "," ","0","192083.718","444578.436"
"364","11215","4"," ","2225","206020.361","449325.307"
"368","11440","4"," ","1510","195085.077","450413.105"
"369","11440","4"," ","771","195212.299","449874.574"
"371","11440","4","20080602","3233","196509.392","450424.739"
"373","11440","4","20080825","1331","192072.201","449956.144"
"375","11440","4","20090210","759","195514.537","450239.367"
"376","11410","4"," ","1543","194287.724","453862.589"
"379","11410","4"," ","1255","194142.054","454129.922"
"382","11410","4"," ","1040","196542.784","452167.175"
"384","11470","4","20120114","120","185134.659","448996.29"
"385","11470","4","20120114","120","184743.68","449148.058"
"387","11470","4","20110317","211","185597.556","446062.551"
"391","11410","4"," ","249","195636.372","455556.565"
"393","11410"," "," ","0","196728.634","451380.066"
"397","11410","3"," ","506","193753.402","451812.618"
"401","11440","4","20090210","931","195324.806","450675.5"
"403","11440","4","20090210","929","195384.167","450675.546"
"404","11440","4"," ","3338","193522.678","450700.19"
"405","11440","4"," ","2390","193458.901","450706.481"
"406","11440","4"," ","2248","193477.204","450694.071"
"408","11440","4","20080923","2565","194332.925","449827.925"
"409","11440","4"," ","2094","194470.145","449918.159"
"411","11440","4"," ","2093","194458.153","449939.76"
"412","11110","4","20100917","1","199981.977","452652.581"
"414","11560"," "," ","0","190257.946","446268.212"
"417","11440","4","20080923","2567","194320.104","449857.082"
"419","11410","4"," ","1875","195562.519","455336.975"
"421","11215","4","20081226","736","207120.986","451921.554"
"422","11560"," "," ","0","190634.66","448466.287"
"428","11230","4"," ","2457","205638.728","451700.735"
"429","11560"," ","20080311","0","191647.155","448162.622"
"435","11230","3","20111007","3531","205517.82","451918.604"
"436","11230"," "," ","0","205226.219","452085.227"
"439","11560"," ","20110128","0","192157.759","445671.751"
"440","11560"," "," ","0","192561.953","445294.256"
"442","11230","4"," ","2873","205344.011","451658.56"
"444","11230","4"," ","2884","205446.854","451731.383"
"448","11290","4"," ","1","200110.273","457214.464"
"449","11290","4","20110314","1","200201.586","457300.487"
"450","11290","4","20110314","1","200200.604","457294.058"
"451","11290","4","20110314","1","200256.803","457243.043"
"453","11560"," ","20081230","0","190715.583","448994.821"
"454","11410","3"," ","226","192874.61","452919.493"
"455","11230","4"," ","2456","205556.89","451596.702"
"457","11410","3"," ","2233","196593.499","452260.515"
"459","11410","4"," ","1186","194446.581","454177.575"
"461","11410","3"," ","2298","195366.294","455235.758"
"463","11110","4","20090407","1","201833.932","453084.088"
"464","11110","4","20100526","1","197556.061","456839.064"
"418","11410","3"," ","3007","193745.995","452509.716"
"420","11410","4"," ","2230","194971.06","454378.289"
"423","11560"," "," ","0","190870.834","444024"
"424","11560"," ","20110603","0","191051.363","447322.595"
"425","11560"," "," ","0","190239.356","446170.003"
"426","11230","4"," ","2878","205532.791","451511.815"
"427","11290","4"," ","1","200542.36","454205.113"
"431","11560"," ","20101010","0","190884.792","443615.365"
"569","11215","4","20070115","2393","207871.992","449372.567"
"570","11215","3"," ","2398","207938.523","449211.013"
"571","11215","3"," ","1711","207969.86","449344.081"
"573","11545"," "," ","0","191515.551","440731.128"
"575","11545"," ","20100608","0","191885.467","440250.738"
"578","11560"," "," ","0","191034.795","446705.142"
"579","11560"," "," ","0","191636.078","446239.476"
"581","11545"," "," ","0","192072.882","439285.578"
"582","11545"," "," ","0","192155.176","439335.936"
"588","11545","4","20130510154718","0","192322.719","439090.557"
"590","11545"," "," ","0","192259.795","439015.644"
"591","11545"," ","20110126","0","192534.355","439272.711"
"592","11545"," "," ","0","192363.698","439312.914"
"593","11545"," ","20110128","0","192248.486","439319.652"
"595","11545"," "," ","0","191523.126","440620.899"
"597","11545"," "," ","0","191518.288","440531.535"
"598","11545"," "," ","0","191606.593","440537.01"
"600","11545"," "," ","0","191769.699","440589.113"
"501","11440","4","20090210","1563","195402.037","450601.495"
"432","11560","4"," ","2276","193596.184","446935.721"
"437","11560"," ","20100915","0","194168.977","446587.422"
"438","11560"," "," ","0","192377.001","444609.93"
"441","11230","4"," ","2873","205331.541","451631.73"
"443","11560"," "," ","0","190746.19","446161.034"
"445","11560"," "," ","0","189743.344","450143.334"
"446","11410","4"," ","336","195654.914","454693.814"
"447","11560"," "," ","0","189389.736","450044.472"
"452","11410","4"," ","1181","192446.797","453622.108"
"456","11230","4"," ","2458","205685.212","451651.071"
"458","11410","3"," ","2666","192798.36","452843.141"
"460","11230","4"," ","3239","205506.485","455190.673"
"462","11110","4"," ","1","200147.109","452499.413"
"466","11110","4","20100527","1","196195.325","457155.162"
"470","11305"," "," ","0","202099.848","459912.833"
"473","11305"," "," ","0","202201.569","459819.023"
"475","11305"," "," ","0","201192.069","459765.338"
"479","11305"," "," ","0","201376.965","459817.29"
"481","11305"," "," ","0","201478.701","459789.943"
"483","11305"," "," ","0","201418.554","459745.504"
"488","11305"," "," ","0","201879.373","459537.451"
"490","11305"," "," ","0","201653.102","459452.393"
"492","11290","4","20110314","1","200225.266","457312.976"
"494","11290","4"," ","1","200510.243","454205.94"
"496","11470","4","20110928","120","184956.528","447605.939"
"498","11410","4"," ","475","194128.579","454762.508"
"503","11410","3"," ","2533","193802.549","451872.238"
"504","11410","3"," ","400","193830.67","451905.884"
"506","11440","4"," ","2388","193516.761","450690.424"
"509","11545"," "," ","0","191930.169","439579.641"
"510","11560"," "," ","0","191088.178","446393.151"
"513","11545"," "," ","0","191838.677","439509.362"
"515","11560"," "," ","0","191573.331","446202.342"
"518","11545"," "," ","0","192238.052","439231.144"
"519","11410","4"," ","505","194428.007","454206.593"
"522","11230","4"," ","2875","205602.855","451616.749"
"526","11110","4"," ","1","199980.799","452299.855"
"528","11110","4"," ","1","197878.838","452178.837"
