"고유번호","시군구코드","도로위계기능구분","작업일시","도로구간일련번호","위도","경도"
"69","11545"," "," ","0","37.4645448","126.9017187"
"221","11680","4","20080722","1161","37.519419","127.0310306"
"1077","11680"," "," ","0","37.5166913","127.0289937"
"1423","11680"," ","20080716","0","37.5244089","127.0564665"
"1692","11140","4","20100824","234","37.5547291","127.0076698"
"1835","11410","4"," ","709","37.5616997","126.9544991"
"4048","11290","4"," ","1","37.614909","127.0495385"
"4303","11260"," "," ","0","37.5888172","127.0959516"
"3291","11560"," "," ","0","37.5124455","126.9116937"
"6","11215","4"," ","1140","37.5584449","127.0904523"
"3415","11560"," "," ","0","37.5013864","126.9014923"
"5373","11440","4","20081222","1285","37.5570971","126.9252926"
"5409","11305"," "," ","0","37.6337681","127.022517"
"5461","11305"," "," ","0","37.6352174","127.0209807"
"5834","11440"," "," ","0","37.5659058","126.8952982"
"7","11215"," "," ","0","37.5338749","127.076985"
"6770","11260","4"," ","2934","37.6116429","127.0805724"
"7494","11305"," "," ","0","37.6369843","127.0151383"
"8140","11440","4"," ","2307","37.5654823","126.9156936"
"8293","11740"," "," ","0","37.5454367","127.1184443"
"9694","11290","4"," ","1","37.6050078","127.0129293"
"9191","11530"," "," ","0","37.4874711","126.8832348"
"9301","11290","4"," ","1","37.6089642","127.0261955"
"9622","11290","4"," ","1","37.6132578","127.004522"
"10754","11740"," "," ","0","37.5621932","127.1699982"
"10943","11620"," "," ","0","37.4850002","126.903524"
"12365","11305"," "," ","0","37.6263074","127.0206074"
"13543","11410","4"," ","628","37.5598141","126.9592407"
"13053","11290","4"," ","1","37.6095888","127.031864"
"14373","11230","4","20070915","544","37.5764282","127.0328743"
"16047","11230","4"," ","1976","37.582422","127.0534329"
"16627","11680"," ","20080730","0","37.5036526","127.0651252"
"17055","11440","4","20081204","687","37.5606801","126.9199179"
"17987","11680","4","20080901","550","37.4977851","127.0349923"
"18611","11440","3","20070928","99","37.5556474","126.9183753"
"18434","11650","4"," ","69","37.5047349","127.0217477"
"20347","11530"," "," ","0","37.4821559","126.8513651"
"19628","11650","4"," ","326","37.509071","127.0187673"
"19741","11230","4"," ","3021","37.5697206","127.0526061"
"22204","11305"," "," ","0","37.6478421","127.0202782"
"22605","11290","4"," ","1","37.6072306","127.0603917"
"23903","11290","4"," ","1","37.6088091","127.0563397"
"26099","11590"," ","20101028","0","37.5011336","126.9486902"
"8","11215","4"," ","2111","37.5562308","127.078174"
"26356","11305"," "," ","0","37.623536","127.0334354"
"25611","11680"," "," ","0","37.5076545","127.0302261"
"26491","11410","3"," ","2836","37.5953498","126.9391947"
"26490","11410","3"," ","579","37.5953686","126.9392189"
"27263","11440","4"," ","2617","37.5533429","126.9455097"
"27782","11290","4"," ","1","37.5935781","127.0211626"
"28815","11200","4"," ","815","37.5374681","127.0505819"
"9","11215","4"," ","2437","37.5433329","127.0906099"
"32385","11410","4"," ","2327","37.581124","126.9094681"
"32741","11680","4","20080808","97","37.4933736","127.0399043"
"31576","11710","3","20070706","1494","37.5146746","127.1018614"
"30513","11215","4"," ","665","37.5612307","127.0858985"
"11","11215","4"," ","2486","37.5291349","127.0805504"
"30694","11215","3"," ","1684","37.5409316","127.0891125"
"12","11215","4"," ","2824","37.5313555","127.085329"
"35558","11215","4"," ","1369","37.5337832","127.0664335"
"34303","11305"," "," ","0","37.6450004","127.0089992"
"33681","11170","4"," ","1264","37.5329167","126.9954673"
"34123","11290","4"," ","1","37.5923697","126.9890989"
"36643","11230","4"," ","952","37.5996285","127.0670558"
"36019","11305"," "," ","0","37.6439224","127.0089751"
"14","11215","3","20071212","1318","37.5471625","127.1025694"
"37337","11440","4"," ","1486","37.5453228","126.9485693"
"38141","11545","4"," ","540","37.4609453","126.8995668"
"37721","11545"," "," ","0","37.4692599","126.8907334"
"38789","11545","4"," ","948","37.4533134","126.9111603"
"15","11215","3","20071212","1319","37.5472494","127.102906"
"42219","11410","4"," ","257","37.5697851","126.9255157"
"17","11215","4","20071212","1320","37.547349","127.1026282"
"18","11215","4"," ","1050","37.5585758","127.0846956"
"43925","11215","4"," ","1095","37.556712","127.0831617"
"44566","11740","4"," ","1229","37.5468776","127.1251971"
"44853","11290","4"," ","1","37.6080489","127.0152086"
"46144","11560"," "," ","0","37.4965789","126.9072761"
"45073","11260","4"," ","1603","37.5891824","127.0996907"
"47703","11560"," "," ","0","37.4990515","126.9064354"
"48184","11545","4"," ","886","37.4496313","126.9060264"
"4584","11290","4"," ","1","37.5906776","127.0053574"
"5372","11410","4"," ","662","37.5706687","126.9604116"
"5807","11680"," "," ","0","37.4876957","127.0463048"
"6853","11260"," "," ","0","37.582536","127.0851299"
"22474","11530"," "," ","0","37.4962828","126.840889"
"18427","11650"," "," ","0","37.5113706","127.0084878"
"23","11545"," "," ","0","37.4574178","126.9041266"
"33111","11290","4"," ","1","37.6060413","126.9943142"
"25","11545"," "," ","0","37.4495328","126.9078538"
"26","11545","4"," ","1267","37.449371","126.9074696"
"27","11545","4"," ","410","37.4494401","126.9071639"
"29","11230","4"," ","2294","37.5659809","127.0634342"
"30","11230","4"," ","2294","37.5663132","127.063553"
"32","11230","4"," ","2293","37.5663956","127.0636484"
"33","11545"," "," ","0","37.4492074","126.9067187"
"36","11545","4"," ","1168","37.4489593","126.9093115"
"37","11230","4"," ","2871","37.5643055","127.0605694"
"39","11230","4"," ","2874","37.5644633","127.0608086"
"40","11230","4"," ","2873","37.5646579","127.0608423"
"42","11230","4"," ","3412","37.5787038","127.0538842"
"46","11110","4"," ","1","37.5738707","126.9680066"
"47","11110","4","20100426","1","37.5729142","126.9675916"
"49","11215","4"," ","1000","37.5592889","127.0838599"
"50","11110","4"," ","1","37.5715192","127.0231249"
"52","11215","4"," ","1017","37.5598402","127.0816067"
"53","11230","4"," ","1660","37.5989883","127.0609057"
"54","11230","4"," ","3396","37.5785384","127.0554384"
"55","11215"," "," ","0","37.550577","127.091606"
"56","11545"," "," ","0","37.4615633","126.9049117"
"57","11230","4"," ","1660","37.5989999","127.060784"
"59","11545","4","20130503103443","0","37.4631594","126.9044052"
"60","11545","4","20130503103443","0","37.462961","126.9045606"
"61","11110","4"," ","1","37.5720219","127.0231886"
"65","11215","4","20071212","1304","37.546107","127.104526"
"71","11545"," "," ","0","37.4575937","126.9046601"
"73","11230","4"," ","338","37.5655453","127.0624501"
"74","11230","4"," ","336","37.5662079","127.0633027"
"75","11545","3"," ","584","37.4493021","126.9057738"
"78","11230","4"," ","2865","37.5633326","127.0598658"
"79","11230","4"," ","2870","37.5645886","127.0605917"
"81","11230","4"," ","1660","37.5988472","127.061034"
"83","11545"," ","20100608","0","37.4619148","126.9072185"
"85","11215","4"," ","2485","37.5292265","127.0802399"
"86","11215","4","20070823","1254","37.553402","127.093813"
"90","11215","4","20070823","1248","37.552667","127.0949402"
"91","11215","4","20070319","237","37.5329778","127.0877317"
"92","11215","4","20071109","2871","37.5403727","127.0905427"
"93","11215","4","20070712","2816","37.534028","127.0792171"
"95","11290","4"," ","1","37.5924224","127.000069"
"98","11290","4","20100910","1","37.5874497","127.0051229"
"99","11410","4"," ","184","37.5877305","126.9304098"
"1","11110","4","20101012","1","37.5811697","126.9880411"
"2","11110","4","20090327","1","37.5750462","126.9637984"
"3","11110","4"," ","1","37.6075361","126.9644124"
"13","11215","4"," ","1044","37.559239","127.0847067"
"16","11215","4","20071212","1328","37.5477442","127.1024597"
"19","11110","4"," ","1","37.5713771","127.0236451"
"20","11545"," "," ","0","37.4625698","126.9035563"
"21","11545"," "," ","0","37.4635823","126.9026327"
"24","11230","4"," ","2297","37.5656731","127.0624846"
"28","11545","4"," ","1334","37.4494891","126.9089366"
"31","11545","4"," ","587","37.4493406","126.9060878"
"35","11545","4"," ","572","37.4489443","126.9081245"
"38","11230","4"," ","2877","37.5642789","127.0600406"
"41","11215","3","20070821","2930","37.5387464","127.0759641"
"44","11230","4"," ","1664","37.5991802","127.061145"
"45","11110","4","20090327","1","37.5741301","126.9615472"
"48","11110","4"," ","1","37.5817631","127.0008963"
"62","11215","4"," ","1042","37.5593229","127.0852543"
"63","11215","4","20071212","2715","37.5478551","127.1034566"
"64","11215","4","20071212","147","37.5490629","127.1016691"
"66","11110","4","20091016","1","37.5717973","126.9853436"
"70","11545"," "," ","0","37.4583437","126.9043425"
"67","11110","4","20100903","1","37.5730439","126.9806361"
"72","11545","4"," ","410","37.4493716","126.9072975"
"76","11545","3"," ","584","37.4492057","126.9057151"
"80","11110","4","20100903","1","37.5719229","126.9811453"
"82","11110","4"," ","1","37.5802167","126.981463"
"84","11110","4","20101220","1","37.5802084","126.9842088"
"87","11215","4","20070723","2383","37.5478136","127.0869615"
"88","11215","4"," ","325","37.5475785","127.0688136"
"94","11290","4"," ","1","37.5962266","127.0168051"
"97","11410","4"," ","1978","37.5856746","126.9341783"
"100","11290","4","20100910","1","37.5872356","127.0052027"
"170","11110","4"," ","1","37.5732875","127.0136696"
"173","11290","4"," ","1","37.6152085","126.9991735"
"176","11110","4","20100908","1","37.5693421","126.9908225"
"179","11680","4","20080813","491","37.5163164","127.0616471"
"181","11680","4","20080813","1811","37.5168782","127.0621352"
"185","11530"," ","20160623190000","0","37.5154781","126.881486"
"186","11530"," ","20160623190000","0","37.5115602","126.8786216"
"188","11530"," ","20160623190000","0","37.4954559","126.8716535"
"189","11530"," ","20160623190000","0","37.4848971","126.8228481"
"192","11410","3"," ","1283","37.5605099","126.9613004"
"194","11410","4"," ","994","37.5877184","126.9373017"
"198","11410","4"," ","2911","37.5986593","126.9492885"
"199","11410","4"," ","3173","37.5793793","126.927939"
"204","11410","4"," ","544","37.5828522","126.9356972"
"206","11410","4"," ","2840","37.5859497","126.9344782"
"208","11290","4","20100910","1","37.5871897","127.0049411"
"210","11290","4","20100910","1","37.5874295","127.0053357"
"211","11290","4","20100910","1","37.5875098","127.0055212"
"214","11680","4","20080829","942","37.5177203","127.0543591"
"216","11680"," "," ","0","37.5255074","127.0306619"
"217","11680","4","20080717","359","37.5249994","127.029861"
"218","11680","4","20080903","362","37.5253888","127.0343055"
"220","11680","4","20080808","349","37.5196412","127.0204553"
"225","11680","4","20080905","39","37.5180703","127.0224618"
"226","11680","4","20080903","743","37.5203314","127.024027"
"228","11680","4","20080716","210","37.5196031","127.0377797"
"229","11680","4","20080808","808","37.5204063","127.0208119"
"231","11680","4","20080829","1826","37.5179088","127.0540537"
"232","11680","4","20080813","1059","37.5200536","127.0245078"
"234","11680"," ","20080905","0","37.5165476","127.0364524"
"237","11110","4","20100702","1","37.5874436","126.9989407"
"238","11680","4","20080718","462","37.5160195","127.0427303"
"239","11680"," "," ","0","37.5166119","127.0453881"
"241","11680","4","20080722","791","37.5179309","127.0271036"
"243","11680","4","20080813","377","37.5204328","127.0274945"
"245","11680","4","20080813","1340","37.51812","127.0398039"
"247","11680","4","20080811","1814","37.5195316","127.0594417"
"248","11680","4","20080722","736","37.5161933","127.0293287"
"250","11290","4"," ","1","37.5954773","126.9975241"
"253","11215","4"," ","1618","37.5357552","127.081455"
"255","11215","4"," ","131","37.5538459","127.095618"
"259","11215","4","20070214","170","37.5531899","127.0757269"
"261","11470","3","20120114","417","37.5446455","126.8293142"
"262","11440","3","20081222","2457","37.5565502","126.9257436"
"263","11410","4"," ","249","37.599572","126.9505862"
"265","11440","4","20090210","309","37.5549636","126.9480664"
"268","11410","3"," ","1256","37.5657885","126.9290377"
"269","11410","3"," ","2533","37.566366","126.9298511"
"270","11110","4","20100827","1","37.5880609","127.0016476"
"271","11110","4","20160614180000","1","37.5702317","126.9993136"
"273","11440","4","20090210","931","37.5555924","126.9470892"
"275","11440","4","20090210","930","37.555594","126.9473339"
"276","11440","4"," ","2386","37.5554313","126.9263882"
"277","11440","4"," ","3338","37.5558039","126.9266936"
"280","11410","3"," ","1576","37.5724007","126.9294615"
"281","11440","4","20080923","2566","37.548166","126.9359816"
"284","11410","3"," ","1350","37.5969797","126.9488144"
"285","11215","4","20081226","736","37.5668036","127.0806028"
"288","11560"," "," ","0","37.5158431","126.8898042"
"290","11560"," "," ","0","37.4910922","126.897215"
"292","11230"," "," ","0","37.5724565","127.0587367"
"293","11560","4"," ","3087","37.5139783","126.9268315"
"294","11230"," "," ","0","37.5724503","127.0591748"
"296","11230","4"," ","3237","37.5980085","127.0631324"
"298","11230"," "," ","0","37.5666958","127.0613449"
"299","11230"," "," ","0","37.568291","127.059157"
"300","11560"," ","20120430","0","37.5174567","126.9131843"
"201","11290","4"," ","1","37.597405","127.0156657"
"203","11410","3"," ","1654","37.5815722","126.9366263"
"207","11410","4"," ","2764","37.586659","126.9343606"
"209","11290","4","20100910","1","37.5873104","127.0047204"
"212","11680","4","20080716","1111","37.517537","127.0386271"
"215","11680","4","20080909","917","37.5251072","127.0444282"
"219","11680","4","20080829","1829","37.519398","127.0559542"
"222","11680"," "," ","0","37.5204991","127.0252095"
"227","11680","4","20080828","37","37.5181416","127.0198587"
"230","11680","4","20080828","349","37.517951","127.0215728"
"233","11680","4","20080722","1101","37.5201565","127.0332266"
"236","11290","4"," ","1","37.595381","126.9936375"
"240","11680","4","20080717","207","37.5253266","127.0392967"
"242","11680","4","20080905","811","37.5197888","127.0223483"
"249","11290","4"," ","1","37.5951098","126.9975713"
"251","11110","4"," ","1","37.5694075","126.9919529"
"252","11110","4"," ","1","37.5715118","127.0157442"
"254","11215","4"," ","239","37.5288913","127.0812905"
"256","11215","3"," ","17","37.5457472","127.0711797"
"107","11215","4"," ","1312","37.5486362","127.1061028"
"110","11215","4"," ","927","37.5586072","127.0820813"
"112","11110","4"," ","1","37.5842579","126.9825047"
"113","11230"," ","20101220","0","37.5786458","127.0539772"
"115","11290","4"," ","1","37.594935","126.994807"
"116","11680","4","20080813","1060","37.5161505","127.0216456"
"119","11290","4"," ","1","37.6141071","127.000296"
"121","11290","4"," ","1","37.6140246","127.0002896"
"123","11290","4"," ","1","37.6152194","126.9987724"
"125","11290","4"," ","1","37.6146637","127.0002615"
"126","11290","4"," ","1","37.6140704","127.0008511"
"128","11410","3"," ","717","37.5712062","126.9303095"
"130","11680","4","20080722","403","37.5163349","127.0279076"
"131","11680","4","20080812","716","37.5159735","127.0661049"
"135","11680","4","20080813","159","37.5163865","127.0348373"
"136","11680","4","20080722","112","37.5170211","127.0301635"
"137","11410","3"," ","1569","37.5711683","126.9304789"
"139","11680","4","20080801","1051","37.516938","127.0388738"
"140","11530"," ","20160623190000","0","37.5074052","126.8749599"
"143","11530"," ","20160623190000","0","37.4925413","126.8718853"
"144","11410","4"," ","2651","37.5742305","126.9269595"
"147","11410","3"," ","1992","37.5741556","126.9272583"
"148","11410","3"," ","933","37.5704499","126.9301233"
"149","11410","3"," ","33","37.5690476","126.9613088"
"152","11290","4","20100910","1","37.5991691","127.0113879"
"153","11290","4","20100910","1","37.5989078","127.0122357"
"154","11290","4"," ","1","37.5995249","127.0133133"
"155","11290","4"," ","1","37.5985632","127.0136036"
"156","11290","4","20101110","1","37.5994615","127.0136031"
"157","11290","4","20101110","1","37.5992082","127.0137425"
"159","11290","4"," ","1","37.5970585","127.014206"
"161","11410","3"," ","339","37.561199","126.9614759"
"163","11290","4"," ","1","37.5975173","127.0153137"
"165","11410","4"," ","2633","37.5885922","126.9376911"
"166","11410","3"," ","762","37.5692256","126.9612402"
"168","11680","4","20080721","461","37.5163458","127.0399396"
"171","11110","4"," ","1","37.5715075","126.9885335"
"174","11290","4"," ","1","37.6140322","127.0013075"
"177","11680","4","20080812","945","37.5164724","127.0656373"
"178","11680","4","20080813","1809","37.516337","127.0605209"
"180","11680"," ","20080711","0","37.516398","127.0249347"
"182","11680","4","20080829","1673","37.516927","127.0540511"
"184","11290","4"," ","1","37.6145476","127.0011879"
"187","11530"," ","20160623190000","0","37.5064589","126.8747073"
"190","11410","4"," ","3437","37.574553","126.9267427"
"191","11410","3"," ","1275","37.5739938","126.9273159"
"193","11410","4"," ","1196","37.5705828","126.9217268"
"196","11290","4"," ","1","37.5988928","127.0136381"
"197","11290","4","20101110","1","37.5990652","127.0139116"
"200","11410","3"," ","2943","37.5616031","126.9615423"
"101","11110","4"," ","1","37.5695228","126.9936845"
"103","11680","4","20080717","359","37.5254742","127.0302397"
"105","11680","4","20080717","1512","37.5249567","127.0308893"
"108","11230","4"," ","2878","37.5638411","127.0604956"
"109","11215","4"," ","2719","37.5561855","127.0770978"
"111","11110","4","20100908","1","37.574124","126.9860793"
"114","11290","4"," ","1","37.5950093","126.9938443"
"117","11290","4"," ","1","37.6001018","126.9971231"
"122","11290","4"," ","1","37.614183","127.0000158"
"118","11110","4","20090504","1","37.5840734","126.9837881"
"124","11290","4"," ","1","37.6157676","126.9991042"
"127","11410","3"," ","2734","37.5710349","126.9306524"
"129","11680","4","20080722","1100","37.5165134","127.0324452"
"132","11680","4","20080722","1104","37.5162375","127.0303304"
"134","11680","4","20080722","40","37.5161064","127.0246654"
"138","11680","4","20080722","428","37.5167156","127.031502"
"141","11530"," ","20160623190000","0","37.5153254","126.882066"
"145","11410","4"," ","1842","37.5744444","126.9265092"
"146","11410","4"," ","1807","37.5740197","126.925851"
"150","11410","3"," ","2395","37.5609659","126.9622485"
"162","11410","4"," ","267","37.59878","126.9492981"
"164","11290","4"," ","1","37.5976351","127.0153691"
"167","11290","4"," ","1","37.5976147","126.9976638"
"169","11110","4"," ","1","37.5907307","126.9977615"
"330","11410","3"," ","2520","37.5686276","126.9327754"
"335","11440","4"," ","771","37.5483754","126.9458211"
"340","11440","4","20080825","1330","37.549294","126.9088747"
"343","11440","4","20080825","1331","37.5495118","126.9123423"
"346","11440","4","20080701","3543","37.5729614","126.900465"
"348","11440","4","20090210","759","37.5516638","126.9492392"
"354","11410","4"," ","1596","37.5865842","126.9334516"
"358","11440","3","20081222","2482","37.5562204","126.9260254"
"360","11470","3","20120114","417","37.5407686","126.8296501"
"362","11110","4","20100908","1","37.5763049","126.998419"
"363","11215","4","20070214","114","37.5538952","127.0907094"
"369","11560"," "," ","0","37.5068485","126.9159164"
"371","11560"," ","20101116","0","37.502291","126.9076344"
"372","11560"," "," ","0","37.5033409","126.9074716"
"374","11560"," "," ","0","37.4996787","126.9070005"
"376","11440","4","20080627","299","37.5547468","126.9474626"
"377","11440","4"," ","1510","37.5532269","126.9443778"
"384","11440","4","20070921","3096","37.547491","126.9115152"
"386","11440","4","20090212","1255","37.5545682","126.9344613"
"389","11410","4"," ","1543","37.5843021","126.9353275"
"391","11410","4"," ","1677","37.5872712","126.9341345"
"392","11410","4"," ","1523","37.5917468","126.9341662"
"395","11470","4","20120114","120","37.5403547","126.8317991"
"398","11110","4","20090408","1","37.5771614","127.0196316"
"400","11110","4","20090327","1","37.5792517","126.9726412"
"406","11305"," "," ","0","37.6373948","127.0144396"
"407","11305"," "," ","0","37.6372131","127.0148065"
"409","11305"," "," ","0","37.6381958","127.0167546"
"410","11305"," "," ","0","37.6372185","127.016426"
"412","11305"," "," ","0","37.637381","127.0162508"
"413","11305"," "," ","0","37.635342","127.0206499"
"415","11305"," "," ","0","37.6338699","127.0180305"
"417","11305"," "," ","0","37.634862","127.0190973"
"418","11305"," "," ","0","37.6351514","127.0177126"
"422","11305"," "," ","0","37.6208496","127.0152037"
"423","11215","4"," ","2210","37.5451231","127.0669103"
"424","11215","4","20081226","735","37.5668765","127.0804648"
"426","11215","4"," ","163","37.5575172","127.0732287"
"427","11215","4"," ","2096","37.5535668","127.0707802"
"429","11215","3"," ","1347","37.5358656","127.0610473"
"431","11215","4"," ","2394","37.5434257","127.0898217"
"434","11680","4","20080716","1610","37.519489","127.0439731"
"436","11545"," ","20100608","0","37.461641","126.90828"
"438","11560"," "," ","0","37.5197878","126.8985861"
"440","11560"," "," ","0","37.5169771","126.8991938"
"442","11230","4"," ","2875","37.5628518","127.0624969"
"443","11290","4"," ","1","37.6151668","127.0018199"
"449","11410","3"," ","980","37.5659627","126.9295453"
"450","11410","3"," ","506","37.5658285","126.9292953"
"453","11440","4"," ","364","37.5466735","126.927549"
"455","11410","4"," ","1875","37.5975931","126.9497512"
"456","11440","4"," ","2094","37.548764","126.9374224"
"460","11560"," "," ","0","37.4956292","126.8967646"
"462","11560"," ","20101010","0","37.4919472","126.8969267"
"463","11560"," "," ","0","37.5209805","126.906694"
"465","11230","4"," ","240","37.5686732","127.0578183"
"466","11230","3","20111007","3531","37.566788","127.0624565"
"469","11560"," "," ","0","37.5070892","126.9158754"
"473","11410","4"," ","336","37.5917988","126.9508013"
"475","11560","4"," ","393","37.4979044","126.8978599"
"477","11290","4","20110314","1","37.6154074","127.0025515"
"480","11560"," ","20081230","0","37.5404146","126.8949463"
"482","11560"," ","20080311","0","37.5329254","126.9054965"
"483","11230","4"," ","2456","37.5638875","127.0628963"
"485","11410","3"," ","2233","37.5698789","126.96144"
"487","11410","3"," ","2666","37.5751064","126.9184752"
"488","11230","4"," ","2875","37.5640678","127.0634167"
"490","11410","3"," ","3073","37.5696251","126.9610015"
"494","11110","4","20090407","1","37.5773037","127.0207613"
"495","11110","4","20100526","1","37.6111343","126.9723205"
"496","11110","4","20100526","1","37.5773171","127.0202816"
"498","11305"," "," ","0","37.6391697","127.0203971"
"499","11305"," "," ","0","37.6393897","127.0210066"
"401","11305"," "," ","0","37.6395087","127.0212873"
"404","11305"," "," ","0","37.6376798","127.024755"
"405","11305"," "," ","0","37.6369353","127.0270037"
"408","11305"," "," ","0","37.6377419","127.0147416"
"411","11305"," "," ","0","37.6363875","127.0161112"
"414","11305"," "," ","0","37.6336289","127.0186847"
"416","11305"," "," ","0","37.6348215","127.0186225"
"419","11305"," "," ","0","37.6355939","127.0191618"
"257","11215","4"," ","452","37.5294106","127.081376"
"266","11440"," ","20081222","0","37.557038","126.9271561"
"267","11410","3"," ","2760","37.5652665","126.928976"
"274","11440","4","20081222","2453","37.5559516","126.9277969"
"279","11440","4"," ","2248","37.5557485","126.926179"
"282","11440","4","20080923","2565","37.5479502","126.9358702"
"283","11410","4"," ","2230","37.5889524","126.9430603"
"286","11560"," "," ","0","37.5356517","126.8940374"
"289","11560","4"," ","2276","37.5218865","126.9275584"
"291","11560"," "," ","0","37.5067202","126.8942241"
"295","11230","4"," ","2456","37.5634776","127.0636285"
"297","11230","3","20081112","1279","37.5918552","127.0568942"
"302","11560"," "," ","0","37.5053178","126.9119144"
"304","11560"," "," ","0","37.5053023","126.9135895"
"306","11560"," "," ","0","37.5148825","126.8953284"
"307","11230","4"," ","2886","37.5650991","127.0616566"
"309","11230","4"," ","3598","37.563374","127.0622034"
"310","11215","4","20070319","2452","37.5310916","127.087233"
"312","11410","4"," ","2363","37.5679741","126.9312875"
"313","11215","4"," ","1484","37.5440319","127.0694804"
"315","11560"," "," ","0","37.5080491","126.9170126"
"316","11560"," "," ","0","37.5102533","126.9168994"
"320","11560"," "," ","0","37.5071456","126.915551"
"321","11560"," "," ","0","37.5069785","126.9163118"
"323","11560"," "," ","0","37.5477146","126.8813754"
"326","11560"," "," ","0","37.5006356","126.9104743"
"327","11560"," "," ","0","37.499832","126.9075001"
"329","11410","4"," ","262","37.5680777","126.9324486"
"331","11440","4","20070921","232","37.5558497","126.9435689"
"332","11440","4","20080627","298","37.5542208","126.9475377"
"333","11440","4","20081208","795","37.5777519","126.8941743"
"336","11440","4","20071023","897","37.573327","126.9033158"
"338","11440","4","20080602","3232","37.5534919","126.9603408"
"339","11440","4","20080602","3233","37.5533383","126.9604967"
"341","11440","4","20121113","1331","37.5494168","126.9111606"
"342","11440","4","20080825","1330","37.5503088","126.9108932"
"344","11440","4","20081222","2463","37.5571157","126.9290558"
"347","11440","3","20080701","2948","37.5688656","126.9055066"
"349","11440","4","20090210","1592","37.5504373","126.9496331"
"351","11440","4","20071115","3115","37.5458217","126.9329958"
"352","11440","4","20070921","2827","37.552654","126.9228974"
"353","11440","4","20071120","3024","37.5606303","126.9053235"
"355","11440","4","20081222","2483","37.5554416","126.9252405"
"357","11440","3","20081222","2391","37.5560861","126.9255695"
"359","11410","4"," ","2181","37.5920382","126.9335201"
"361","11215","4","20070704","814","37.5633497","127.0766427"
"364","11560"," ","20120712","0","37.4870615","126.9026087"
"367","11560"," "," ","0","37.5073883","126.9158395"
"368","11560"," "," ","0","37.507283","126.9156449"
"370","11560"," ","20100319","0","37.5134048","126.9113134"
"373","11560"," "," ","0","37.5004926","126.910118"
"375","11560"," "," ","0","37.4998122","126.9079288"
"379","11440","4","20081208","803","37.5756702","126.8970635"
"381","11440","2","20080602","2838","37.5527436","126.9570509"
"382","11440","4","20080825","1330","37.5498968","126.9097399"
"383","11440","4","20080825","1331","37.5490888","126.9102861"
"385","11440","4","20081222","2478","37.557366","126.9284636"
"387","11440","4","20090210","3378","37.5509548","126.9496931"
"388","11440","3","20080701","34","37.5687618","126.9070728"
"393","11410","4"," ","1040","37.5690378","126.9608664"
"394","11410","4"," ","2079","37.5923553","126.9337119"
"397","11110","4","20090408","1","37.5784848","127.0208798"
"399","11110","4","20100526","1","37.5777931","127.0099709"
"301","11560"," ","20110128","0","37.5104871","126.9112999"
"303","11560"," "," ","0","37.505257","126.9137291"
"308","11560"," "," ","0","37.5082672","126.9146333"
"311","11410","4"," ","603","37.5670542","126.9305647"
"314","11560"," "," ","0","37.5085749","126.9170278"
"317","11560"," "," ","0","37.5086065","126.916197"
"319","11560"," "," ","0","37.507441","126.9161111"
"322","11560"," "," ","0","37.50682","126.9156298"
"325","11560"," "," ","0","37.5028352","126.9075055"
"403","11305"," "," ","0","37.6381075","127.0245357"
"549","11545","4","20130510154718","0","37.4511914","126.9132344"
"550","11545"," "," ","0","37.4521331","126.9124322"
"552","11545"," "," ","0","37.4502286","126.9137891"
"553","11545"," "," ","0","37.4531952","126.9136952"
"555","11545"," ","20110128","0","37.4532549","126.912393"
"557","11545"," "," ","0","37.4639852","126.9065734"
"559","11545"," "," ","0","37.4634833","126.9041839"
"560","11545"," "," ","0","37.4641677","126.9041264"
"562","11440","4"," ","2092","37.5491804","126.9378382"
"564","11545"," "," ","0","37.4659325","126.9072494"
"567","11305"," "," ","0","37.6345751","127.0181078"
"569","11440","4","20081128","1750","37.5553216","126.9440417"
"571","11545"," "," ","0","37.4662884","126.906282"
"574","11290","4"," ","1","37.590777","127.0099333"
"577","11230","4"," ","2458","37.564914","127.0634574"
"580","11680","4","20080812","946","37.516816","127.065512"
"581","11680","4","20080711","400","37.5165337","127.0244418"
"583","11680","4","20080716","1805","37.5229563","127.056821"
"585","11305"," "," ","0","37.6206036","127.0145681"
"587","11305"," "," ","0","37.6213915","127.0153171"
"588","11305"," "," ","0","37.6215779","127.0148452"
"593","11560"," "," ","0","37.5204205","126.8939307"
"594","11545"," "," ","0","37.4707086","126.9051726"
"596","11305"," "," ","0","37.6208183","127.0162026"
"598","11305"," "," ","0","37.6208533","127.014925"
"501","11305"," "," ","0","37.6381987","127.0230946"
"502","11305"," "," ","0","37.6383226","127.0235002"
"505","11305"," "," ","0","37.6379839","127.0249434"
"508","11305"," "," ","0","37.6374571","127.0137929"
"512","11305"," "," ","0","37.6378202","127.0148584"
"514","11305"," "," ","0","37.6381545","127.015672"
"520","11305"," "," ","0","37.637486","127.0160015"
"523","11305"," "," ","0","37.6354477","127.0212923"
"526","11305"," "," ","0","37.6345319","127.0156145"
"528","11290","4"," ","1","37.6151228","127.0021954"
"531","11290","4"," ","1","37.5874132","127.005777"
"534","11410","4"," ","1074","37.5966059","126.9408717"
"536","11560"," "," ","0","37.5340336","126.89359"
"539","11110","4"," ","1","37.5766811","127.0001723"
"541","11545"," "," ","0","37.4556611","126.9074578"
"544","11545"," "," ","0","37.4532396","126.9104682"
"548","11545"," "," ","0","37.4524574","126.912276"
"551","11545"," "," ","0","37.4524725","126.9133843"
